grupo,n_firmas,exposure_media,empleo_total_mediana,participacion_permanente_media,pct_firmas_sin_permanentes,pct_pequenas
Con Bite,5099,0.6094782920812574,45,76.21283909148536,0,0.5201019807805453
Sin Bite (fuera de muestra común),1087,0.5670456082585814,25,20.785021081356803,0.40754369825206993,0.7129714811407544
