anio,coeficiente,error_estandar,ic95_inferior,ic95_superior
2015,0.08356617194364008,0.0066485339390452295,0.07053504542311143,0.09659729846416873
2016,0.08115270719797568,0.006780350990927169,0.06786321925575843,0.09444219514019293
2017,0.07972730396844259,0.006405012934871483,0.06717347861609449,0.09228112932079069
2018,0.06761728820414431,0.005994264897686831,0.05586852900467812,0.0793660474036105
2019,0.058558202538590017,0.005833001344072677,0.047125519904207575,0.06999088517297246
2021,0.03833287299530149,0.006258299741979407,0.026066605501021856,0.050599140489581126
2022,0,0,0,0
2023,0.040371852636299,0.0056888195027944,0.029221766410821977,0.05152193886177602
2024,0.05546640442618094,0.005512162286338969,0.044662566344956564,0.06627024250740532
