anio,coeficiente,error_estandar,ic95_inferior,ic95_superior
2015,1.052535240649045,2.0289001093874317,-2.924108973750321,5.029179455048411
2016,0.378336124393154,2.2421631319075095,-4.016303614145565,4.772975862931872
2017,1.3298169751168452,2.106276704320019,-2.798485365350392,5.458119315584082
2018,1.047950729801557,1.8432026327731341,-2.564726430433786,4.6606278900369
2019,0.7898813369087285,1.5487773925775143,-2.2457223525431997,3.8254850263606563
2021,1.0561001298043362,1.330568853723554,-1.5518148234938296,3.664015083102502
2022,0,0,0,0
2023,-1.0351632074325685,1.4046308306275848,-3.7882396354626344,1.7179132205974976
2024,-0.809138729640801,1.6228159105850983,-3.989857914387594,2.371580455105992
