anio,coeficiente,error_estandar,ic95_inferior,ic95_superior
2015,-0.007560798057726903,0.011659291202842637,-0.030413008815298473,0.015291412699844666
2016,-0.007975598603590879,0.011003610970429912,-0.029542676105633506,0.013591478898451748
2017,-0.010478651595548602,0.010248391093215993,-0.030565498138251948,0.009608194947154744
2018,-0.014943818760329908,0.00915477406818767,-0.03288717593397774,0.0029995384133179245
2019,-0.01764513222109209,0.007963608051868343,-0.033253804002754045,-0.0020364604394301367
2021,-0.007826802777242486,0.005573314996289534,-0.018750500169969972,0.003096894615484999
2022,0,0,0,0
2023,-0.01752285931617055,0.006079491450441785,-0.029438662559036446,-0.005607056073304651
2024,-0.02074242219124807,0.007817317005767169,-0.03606436352255172,-0.00542048085994442
