anio,coeficiente,error_estandar,p_valor,efecto_pct,significancia
2015,0.03310247889271818,0.009236900356927587,3.4189992530744547e-4,3.3102478892718183,***
2016,0.02770168970493732,0.008629131098397436,0.0013344127558289494,2.770168970493732,***
2017,0.024971551340783417,0.00824197071779876,0.0024594023958839765,2.4971551340783416,***
2018,0.010761282410225573,0.007601195121578349,0.1569140360783645,1.0761282410225572,
2019,0.0020743738395766036,0.0068288093963078484,0.7613170393466475,0.20743738395766037,
2021,-0.00696675993292758,0.004995620252336543,0.1632052479308431,-0.696675993292758,
2022,0,0,NA,0,
2023,-0.002678268341325101,0.005545119694841604,0.6291196141568289,-0.2678268341325101,
2024,-0.002029243258998316,0.006699381789049038,0.7619783737412599,-0.2029243258998316,
