tamano,outcome,efecto_pct,ic95_inf_pct,ic95_sup_pct,p_valor,significancia,observaciones
Pequena,Costo laboral,4.921164263744352,3.22439773494094,6.617930792547763,1.4325518445433076e-8,***,23222
Pequena,Empleo total,-2.4158175296864948,-4.013044742264994,-0.8185903171079953,0.0030546961577112347,***,23222
Mediana,Costo laboral,3.0181420069712828,1.3221913264179528,4.714092687524613,4.960376442307705e-4,***,13946
Mediana,Empleo total,1.4167952702271749,0.21916560738585444,2.6144249330684954,0.020502935069836973,**,13947
Grande,Costo laboral,1.9659576668824217,-0.7278504067294956,4.659765740494339,0.1529117185422067,,6662
Grande,Empleo total,0.18780635939683538,-2.0743349666264774,2.449947685420148,0.8707703926564617,,6662
