NORDEMP,n_anios,anio_min,anio_max,anios_observados_txt,anios_faltantes_txt
144254,11,2009,2020,"2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020",2013
144268,15,2009,2024,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
144282,13,2010,2024,"2010,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2011,2012"
144290,8,2009,2017,"2009,2010,2011,2013,2014,2015,2016,2017",2012
144307,7,2010,2017,"2010,2012,2013,2014,2015,2016,2017",2011
144319,8,2010,2019,"2010,2011,2012,2013,2014,2015,2018,2019","2016,2017"
144327,7,2009,2016,"2009,2010,2011,2012,2014,2015,2016",2013
144332,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
144362,15,2009,2024,"2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2015
144369,4,2011,2015,"2011,2013,2014,2015",2012
144376,15,2009,2024,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
144403,15,2009,2024,"2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
144418,5,2009,2016,"2009,2010,2012,2013,2016","2011,2014,2015"
144455,15,2009,2024,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
144474,15,2009,2024,"2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
144479,14,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024","2022,2023"
144481,13,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2022,2023,2024","2019,2020,2021"
144507,14,2010,2024,"2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
144532,10,2009,2019,"2009,2010,2011,2013,2014,2015,2016,2017,2018,2019",2012
144538,14,2010,2024,"2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
144562,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
144588,15,2009,2024,"2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
144593,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
144604,6,2009,2015,"2009,2011,2012,2013,2014,2015",2010
144607,9,2009,2019,"2009,2010,2011,2013,2014,2015,2017,2018,2019","2012,2016"
144609,3,2009,2013,"2009,2010,2013","2011,2012"
144614,14,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2018,2019,2020,2021,2022,2023,2024","2016,2017"
144629,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024",2022
144651,14,2010,2024,"2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
144652,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024",2023
144663,15,2009,2024,"2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
144666,13,2009,2022,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022",2019
144685,5,2009,2015,"2009,2012,2013,2014,2015","2010,2011"
144742,6,2009,2016,"2009,2010,2012,2013,2015,2016","2011,2014"
144766,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024",2021
144772,7,2010,2018,"2010,2011,2012,2013,2014,2015,2018","2016,2017"
144773,2,2010,2012,"2010,2012",2011
144780,3,2009,2013,"2009,2010,2013","2011,2012"
144831,15,2009,2024,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
144839,12,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2024","2020,2021,2022,2023"
144840,4,2009,2013,"2009,2011,2012,2013",2010
144845,14,2009,2023,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2010
144878,13,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2021,2022,2023,2024","2018,2019,2020"
144884,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",2017
144946,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",2017
144961,7,2009,2017,"2009,2010,2013,2014,2015,2016,2017","2011,2012"
144967,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
144987,5,2009,2015,"2009,2010,2013,2014,2015","2011,2012"
145027,7,2009,2017,"2009,2010,2013,2014,2015,2016,2017","2011,2012"
145036,3,2009,2012,"2009,2010,2012",2011
145070,14,2010,2024,"2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2014
145090,14,2009,2023,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2010
145102,9,2009,2018,"2009,2010,2011,2013,2014,2015,2016,2017,2018",2012
145131,13,2009,2024,"2009,2010,2011,2012,2014,2015,2016,2017,2018,2021,2022,2023,2024","2013,2019,2020"
145155,14,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2023,2024","2021,2022"
145157,3,2009,2013,"2009,2010,2013","2011,2012"
145172,15,2009,2024,"2009,2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2014
145204,15,2009,2024,"2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
145217,6,2009,2015,"2009,2010,2012,2013,2014,2015",2011
145242,10,2009,2020,"2009,2010,2011,2012,2013,2016,2017,2018,2019,2020","2014,2015"
145257,15,2009,2024,"2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
145281,13,2010,2023,"2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023",2016
145303,15,2009,2024,"2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
145307,11,2009,2021,"2009,2010,2011,2012,2013,2016,2017,2018,2019,2020,2021","2014,2015"
145313,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
145336,9,2009,2018,"2009,2010,2011,2012,2014,2015,2016,2017,2018",2013
145360,8,2009,2017,"2009,2010,2011,2013,2014,2015,2016,2017",2012
145386,13,2009,2022,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022",2021
145420,14,2009,2024,"2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024","2015,2016"
145428,14,2009,2024,"2009,2010,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2011,2012"
145439,5,2009,2015,"2009,2011,2013,2014,2015","2010,2012"
145444,14,2009,2024,"2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2010,2011"
145453,2,2009,2013,"2009,2013","2010,2011,2012"
145461,12,2009,2021,"2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021",2012
145479,8,2010,2018,"2010,2011,2012,2013,2014,2016,2017,2018",2015
145493,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2016
145531,15,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",2019
145593,3,2009,2012,"2009,2011,2012",2010
145660,13,2009,2023,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023","2020,2021"
145722,13,2009,2023,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023","2020,2021"
145767,7,2009,2017,"2009,2010,2013,2014,2015,2016,2017","2011,2012"
145768,14,2009,2024,"2009,2010,2011,2012,2013,2015,2016,2017,2018,2020,2021,2022,2023,2024","2014,2019"
145769,6,2010,2016,"2010,2011,2012,2013,2014,2016",2015
145779,14,2009,2024,"2009,2010,2011,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024","2014,2015"
145799,14,2009,2024,"2009,2010,2011,2012,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2013,2014"
145807,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
145813,11,2009,2021,"2009,2010,2011,2014,2015,2016,2017,2018,2019,2020,2021","2012,2013"
145853,7,2009,2016,"2009,2010,2011,2012,2013,2014,2016",2015
145856,14,2009,2024,"2009,2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2012,2013"
145865,15,2009,2024,"2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
145869,14,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2021,2022,2023,2024","2019,2020"
145878,2,2009,2011,"2009,2011",2010
145882,14,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024","2022,2023"
145891,14,2009,2024,"2009,2010,2011,2012,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2013,2014"
145917,15,2009,2024,"2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
145959,5,2008,2013,"2008,2009,2011,2012,2013",2010
145969,4,2008,2012,"2008,2009,2010,2012",2011
145990,12,2008,2022,"2008,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022","2009,2010,2011"
146000,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
146009,16,2008,2024,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
146022,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",2019
146025,13,2008,2022,"2008,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022","2010,2011"
146034,4,2008,2015,"2008,2013,2014,2015","2009,2010,2011,2012"
146045,6,2008,2014,"2008,2009,2010,2011,2012,2014",2013
146052,16,2008,2024,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
146078,4,2008,2012,"2008,2009,2011,2012",2010
146103,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
146108,8,2008,2017,"2008,2009,2010,2011,2013,2015,2016,2017","2012,2014"
146123,14,2008,2024,"2008,2009,2010,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2011,2012,2013"
146137,4,2008,2012,"2008,2009,2010,2012",2011
146156,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
146178,9,2008,2018,"2008,2009,2010,2011,2012,2013,2014,2015,2018","2016,2017"
146184,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2019,2020,2021,2022,2023,2024","2016,2017,2018"
146190,4,2008,2012,"2008,2009,2010,2012",2011
146194,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
146208,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2024","2021,2022,2023"
146271,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
146288,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
146290,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2024","2021,2022,2023"
146299,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
146333,14,2008,2022,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022",2021
146334,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
146373,4,2009,2013,"2009,2011,2012,2013",2010
146382,6,2008,2014,"2008,2009,2010,2012,2013,2014",2011
146425,9,2008,2017,"2008,2009,2010,2011,2012,2014,2015,2016,2017",2013
146426,14,2008,2022,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022",2019
146470,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
146473,12,2008,2024,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2024","2010,2020,2021,2022,2023"
146503,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
146535,4,2008,2013,"2008,2009,2010,2013","2011,2012"
146563,2,2008,2010,"2008,2010",2009
146565,5,2008,2013,"2008,2009,2010,2012,2013",2011
146571,14,2009,2024,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2022,2023,2024","2019,2021"
146591,15,2008,2023,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023",2019
146603,6,2009,2015,"2009,2011,2012,2013,2014,2015",2010
146619,16,2008,2024,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
146629,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
146651,5,2008,2013,"2008,2009,2010,2011,2013",2012
146656,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
146659,11,2009,2020,"2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020",2015
146674,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
146679,5,2009,2016,"2009,2010,2014,2015,2016","2011,2012,2013"
146712,6,2008,2015,"2008,2011,2012,2013,2014,2015","2009,2010"
146730,5,2008,2013,"2008,2009,2010,2011,2013",2012
146748,8,2008,2017,"2008,2011,2012,2013,2014,2015,2016,2017","2009,2010"
146749,14,2009,2023,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023",2022
146751,5,2009,2015,"2009,2012,2013,2014,2015","2010,2011"
146774,2,2008,2010,"2008,2010",2009
146779,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
146780,14,2010,2024,"2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
146799,7,2008,2016,"2008,2009,2010,2012,2014,2015,2016","2011,2013"
146803,14,2008,2024,"2008,2009,2010,2011,2013,2014,2015,2018,2019,2020,2021,2022,2023,2024","2012,2016,2017"
146846,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024",2020
146872,13,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2024","2020,2021,2022,2023"
146875,3,2008,2011,"2008,2009,2011",2010
146881,8,2008,2017,"2008,2009,2012,2013,2014,2015,2016,2017","2010,2011"
146890,6,2008,2014,"2008,2009,2010,2011,2012,2014",2013
146893,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024","2015,2016"
146895,4,2008,2015,"2008,2013,2014,2015","2009,2010,2011,2012"
146898,15,2008,2024,"2008,2009,2010,2011,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024","2014,2015"
146932,4,2008,2016,"2008,2014,2015,2016","2009,2010,2011,2012,2013"
146967,12,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020",2015
146979,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
146996,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
147001,3,2008,2011,"2008,2009,2011",2010
147041,4,2009,2015,"2009,2013,2014,2015","2010,2011,2012"
147092,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2016
147137,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
147175,14,2008,2022,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",2012
147201,8,2008,2016,"2008,2009,2010,2011,2013,2014,2015,2016",2012
147202,4,2008,2012,"2008,2009,2011,2012",2010
147203,6,2008,2014,"2008,2009,2010,2011,2012,2014",2013
147205,12,2008,2024,"2008,2009,2011,2016,2017,2018,2019,2020,2021,2022,2023,2024","2010,2012,2013,2014,2015"
147246,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
147255,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
147280,14,2008,2022,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",2010
147283,16,2008,2024,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
147300,11,2008,2019,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019",2013
147335,2,2008,2011,"2008,2011","2009,2010"
147384,13,2008,2021,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",2010
147418,15,2008,2024,"2008,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2009,2010"
147447,8,2008,2016,"2008,2009,2010,2011,2013,2014,2015,2016",2012
147476,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
147480,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
217099,5,2009,2014,"2009,2010,2012,2013,2014",2011
217116,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
217163,12,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2024","2019,2020,2021,2022,2023"
217174,9,2008,2017,"2008,2009,2010,2011,2013,2014,2015,2016,2017",2012
217184,12,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2018,2019,2020",2017
217187,4,2008,2013,"2008,2009,2010,2013","2011,2012"
217203,12,2008,2022,"2008,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022","2009,2010,2011"
217231,13,2008,2021,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",2010
217315,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
217330,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
217375,4,2008,2013,"2008,2009,2010,2013","2011,2012"
217428,9,2008,2017,"2008,2009,2010,2011,2012,2013,2015,2016,2017",2014
217445,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
217449,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2023,2024","2020,2022"
217509,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
217530,15,2008,2023,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2011
217567,15,2008,2024,"2008,2009,2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2012,2013"
217574,12,2008,2021,"2008,2009,2010,2013,2014,2015,2016,2017,2018,2019,2020,2021","2011,2012"
217594,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
217606,15,2008,2023,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023",2019
366543,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024",2023
366546,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
366549,4,2008,2013,"2008,2009,2010,2013","2011,2012"
366597,10,2008,2018,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018",2011
366632,14,2008,2022,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",2012
366640,10,2010,2020,"2010,2011,2012,2013,2014,2015,2016,2017,2019,2020",2018
366654,10,2008,2019,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019","2015,2016"
366666,5,2008,2015,"2008,2009,2011,2014,2015","2010,2012,2013"
366671,5,2008,2013,"2008,2009,2010,2012,2013",2011
366678,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
366691,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
366701,6,2008,2015,"2008,2009,2012,2013,2014,2015","2010,2011"
366723,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
366742,15,2008,2024,"2008,2009,2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2012,2013"
366755,13,2008,2021,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021",2012
366778,5,2008,2015,"2008,2009,2013,2014,2015","2010,2011,2012"
366784,16,2008,2024,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
366790,3,2008,2011,"2008,2010,2011",2009
366798,6,2010,2016,"2010,2011,2012,2014,2015,2016",2013
366812,3,2009,2013,"2009,2010,2013","2011,2012"
366815,14,2008,2022,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022",2020
366835,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
366838,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
366842,11,2008,2024,"2008,2009,2010,2011,2012,2013,2015,2016,2017,2023,2024","2014,2018,2019,2020,2021,2022"
366852,8,2008,2016,"2008,2009,2010,2011,2012,2014,2015,2016",2013
366855,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
366857,12,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020",2018
366894,7,2008,2015,"2008,2009,2011,2012,2013,2014,2015",2010
366910,13,2008,2021,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021",2018
366947,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2015
366949,12,2008,2021,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,2021","2015,2016"
366967,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024","2020,2021"
366999,11,2008,2019,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",2009
367031,15,2008,2024,"2008,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2009,2012"
367044,4,2008,2013,"2008,2009,2010,2013","2011,2012"
367045,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024",2020
367114,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
367116,9,2008,2021,"2008,2009,2010,2016,2017,2018,2019,2020,2021","2011,2012,2013,2014,2015"
367126,9,2008,2017,"2008,2009,2010,2011,2012,2014,2015,2016,2017",2013
367146,5,2008,2015,"2008,2010,2011,2014,2015","2009,2012,2013"
367160,3,2008,2013,"2008,2010,2013","2009,2011,2012"
367193,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",2019
367217,15,2008,2024,"2008,2009,2010,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2011,2012"
367221,5,2008,2015,"2008,2009,2013,2014,2015","2010,2011,2012"
367232,15,2008,2023,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023",2019
367264,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
367292,5,2008,2015,"2008,2011,2013,2014,2015","2009,2010,2012"
367342,5,2009,2015,"2009,2010,2013,2014,2015","2011,2012"
367345,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2018,2019,2020,2021,2022,2023,2024","2016,2017"
367347,8,2008,2016,"2008,2009,2010,2011,2012,2013,2014,2016",2015
367373,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
367413,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
367427,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
367517,12,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020",2019
367562,15,2008,2024,"2008,2009,2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2024","2014,2023"
367593,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
367637,15,2008,2024,"2008,2009,2010,2011,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024","2014,2015"
427200,7,2008,2016,"2008,2010,2012,2013,2014,2015,2016","2009,2011"
427201,3,2009,2012,"2009,2011,2012",2010
427225,15,2008,2023,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023",2020
427238,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024",2020
427240,15,2008,2024,"2008,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2009,2010"
427242,8,2008,2016,"2008,2009,2010,2011,2012,2013,2014,2016",2015
427247,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
427253,6,2008,2015,"2008,2011,2012,2013,2014,2015","2009,2010"
427259,4,2008,2013,"2008,2009,2010,2013","2011,2012"
427275,13,2008,2021,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",2009
427283,11,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2015,2018,2019,2020","2016,2017"
427287,8,2008,2017,"2008,2011,2012,2013,2014,2015,2016,2017","2009,2010"
427314,2,2008,2010,"2008,2010",2009
427324,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024",2022
427393,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2018,2019,2020,2021,2022,2024","2016,2017,2023"
427439,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
427440,9,2008,2017,"2008,2009,2010,2011,2013,2014,2015,2016,2017",2012
427446,3,2008,2011,"2008,2009,2011",2010
427453,12,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2024","2019,2020,2021,2022,2023"
427495,2,2008,2010,"2008,2010",2009
427500,10,2008,2019,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019","2015,2016"
427642,12,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2015,2017,2018,2019,2020",2016
865369,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
865403,6,2009,2015,"2009,2010,2012,2013,2014,2015",2011
865418,10,2008,2018,"2008,2009,2010,2011,2012,2013,2014,2015,2017,2018",2016
865427,6,2009,2015,"2009,2010,2011,2013,2014,2015",2012
865454,5,2008,2013,"2008,2009,2011,2012,2013",2010
865464,4,2008,2012,"2008,2009,2011,2012",2010
865472,10,2008,2018,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018",2011
865493,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024","2022,2023"
865537,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
865558,8,2008,2016,"2008,2009,2010,2012,2013,2014,2015,2016",2011
865569,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
865571,7,2008,2015,"2008,2009,2011,2012,2013,2014,2015",2010
865572,4,2008,2013,"2008,2009,2010,2013","2011,2012"
