fuente,anio,archivo_zip,archivo_dta,variable,label_dta
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R2C6E, Temporal contratado directamente por el establecimiento - Hombre  - Producción-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R3C1, Temporal contratado directamente por el establecimiento - Mujer  - Producción-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R3C2, Temporal contratado directamente por el establecimiento - Hombre  - Producción-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R3C3, Temporal contratado directamente por el establecimiento - Mujer  - Administrati
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R3C4, Temporal contratado directamente por el establecimiento - Hombre  - Administrat
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C5T, Temporal contratado directamente por el establecimiento - Mujer  -Total Persona
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C6T, Temporal contratado directamente por el establecimiento - Hombre  - Total Perso
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R1C7N, Temporal contratado  a través de empresas especializadas - Mujer  - Producción-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R1C8N, Temporal contratado  a través de empresas especializadas - Hombre  - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R2C7E, Temporal contratado  a través de empresas especializadas - Mujer  - Producción-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R2C8E, Temporal contratado  a través de empresas especializadas - Hombre  - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C1, Temporal contratado  a través de empresas especializadas - Mujer  - Producción-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C2, Temporal contratado  a través de empresas especializadas - Hombre  - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C3, Temporal contratado  a través de empresas especializadas - Mujer  - Administrat
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C4, Temporal contratado  a través de empresas especializadas - Hombre  - Administra
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C7T, Temporal contratado  a través de empresas especializadas - Mujer  -Total Person
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C8T, Temporal contratado  a través de empresas especializadas - Hombre  - Total Pers
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6MN, Aprendices y pasantes (Ley 789 de 2002) - Mujer  - Producción- Profesional Tecn
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6HN, Aprendices y pasantes (Ley 789 de 2002) - Hombre  - Producción- Profesional Tec
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6ME, Aprendices y pasantes (Ley 789 de 2002) - Mujer  - Producción- Profesional Tecn
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6HE, Aprendices y pasantes (Ley 789 de 2002) - Hombre  - Producción- Profesional Tec
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6OM, Aprendices y pasantes (Ley 789 de 2002) - Mujer  - Producción- Obrero
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6OH, Aprendices y pasantes (Ley 789 de 2002) - Hombre  - Producción- Obrero
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6DM, Aprendices y pasantes (Ley 789 de 2002) - Mujer  - Administrativo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6DH, Aprendices y pasantes (Ley 789 de 2002) - Hombre  - Administrativo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6TM, Aprendices y pasantes (Ley 789 de 2002) - Mujer  -Total Personal Ocupado
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R6TH, Aprendices y pasantes (Ley 789 de 2002) - Hombre  - Total Personal Ocupado
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R1C9N,Total Personal Ocupado  - Mujer -  Producción - Producción - Profesional Tecnólo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R1C10N,Total Personal Ocupado  - Hombre -  Producción - Producción - Profesional Tecnól
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R2C9E,Total Personal Ocupado  - Mujer -  Producción - Producción - Profesional Tecnólo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R2C10E,Total Personal Ocupado  - Hombre -  Producción - Producción - Profesional Tecnól
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R5C1,Total Personal Ocupado  - Mujer -  Producción - Obrero
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R5C2,Total Personal Ocupado  - Hombre -  Producción - Obrero
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R5C3,Total Personal Ocupado  - Mujer -  Producción - Administrativo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R5C4,Total Personal Ocupado  - Hombre -  Producción - Administrativo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C9T,Total Personal Ocupado Mujer
EAM,2013,EAM_2013.zip,EAM_2013.dta,C4R4C10T,Total Personal Ocupado Hombre
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R1PT, Salario Integral para el personal permanente -  Producción - Profesional Tecnól
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R1C1, Salario Integral para el personal permanente -  Producción - Obreros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R1C2, Salario Integral para el personal permanente -  Administrativos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R1C3,Total Salario Integral para el personal permanente
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R2PT,Sueldos y salarios del personal permanente -  Producción - Profesional Tecnólogo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R2C1,Sueldos y salarios del personal permanente -  Producción - Obreros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R2C2,Sueldos y salarios del personal permanente -  Administrativos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R2C3,Total Sueldos y salarios del personal permanente
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R3PT,Prestaciones sociales del personal permanente - Producción  - Profesional Tecnól
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R3C1,Prestaciones sociales del personal permanente - Producción  - Obreros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R3C2,Prestaciones sociales del personal permanente - Administrativos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R3C3,Total  Prestaciones sociales del personal permanente
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R4PT,"Sueldos, salarios y prestaciones sociales del personal contratado directamente"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R4C1,"Sueldos, salarios y prestaciones sociales del personal contratado directamente"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R4C2,"Sueldos, salarios y prestaciones sociales del personal contratado directamente"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R4C3,"Total  Sueldos, salarios y prestaciones sociales del personal contratado directa"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R5PT,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R5C1,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R5C2,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R5C3,"Total  Cotizaciones patronales obligatorias, salud, ARP y pensión del personal o"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R6PT,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R6C1,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R6C2,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Administrat"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R6C3,"Total  Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R7PT,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupad
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R7C1,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupad
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R7C2,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupad
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R7C3,Total  Aportes voluntarios a compañías de seguros de vida que ampara al personal
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R8PT,Valor causado por las empresas que suministran personal temporal al establecimie
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R8C1,Valor causado por las empresas que suministran personal temporal al establecimie
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R8C2,Valor causado por las empresas que suministran personal temporal al establecimie
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R8C3,Total  Valor causado por las empresas que suministran personal temporal al estab
EAM,2013,EAM_2013.zip,EAM_2013.dta,R1CSAP,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789
EAM,2013,EAM_2013.zip,EAM_2013.dta,R2CSAP,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789
EAM,2013,EAM_2013.zip,EAM_2013.dta,R3CSAP,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789
EAM,2013,EAM_2013.zip,EAM_2013.dta,R4CSAP,Total  Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R9PT,Otros gastos del personal no incluidos antes  - Producción  - Profesional Tecnól
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R9C1,Otros gastos del personal no incluidos antes  - Producción  - Obreros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R9C2,Otros gastos del personal no incluidos antes  - Administrativos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R9C3,Total  Otros gastos del personal no incluidos antes
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R10PT,Costos y Gastos Causados pro el Personal Ocupado  - Producción  - Profesional Te
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R10C1,Costos y Gastos Causados pro el Personal Ocupado  - Producción  - Obreros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R10C2,Costos y Gastos Causados pro el Personal Ocupado  - Administrativos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R10C3,Total  Costos y Gastos Causados pro el Personal Ocupado
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R44C2,Costo de venta de productos no fabricados por el establecimiento - Administrativ
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R44C3,Total Costo de venta de productos no fabricados por el establecimiento
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R40C2,"Costo de venta de materias primas, materiales y empaques vendidos sin transforma"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R40C3,"Total Costo de venta de materias primas, materiales y empaques vendidos sin tran"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R14C1,Costos y gastos de productos y servicios industriales elaborados por terceros -
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R14C3,Total Costos y gastos de productos y servicios industriales elaborados por terce
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R41C1,Costos y gastos por servicios contratados con terceros (outsoursing)- Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R41C2,Costos y gastos por servicios contratados con terceros (outsoursing)-  Administr
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R41C3,Total Costos y gastos por servicios contratados con terceros (outsoursing)
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R13C1,Muestras gratis - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R13C2,Muestras gratis - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R13C3,Total Muestras gratis
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R45C2,Costos y gastos de transporte de productos - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R45C3,Total Costos y gastos de transporte de productos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R15C1,Honorarios y servicios técnicos - producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R15C2,Honorarios y servicios técnicos - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R15C3,Total Honorarios y servicios técnicos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R16C1,Arrendamiento de bienes inmuebles - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R16C2,Arrendamiento de bienes inmuebles - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R16C3,Total  Arrendamiento de bienes inmuebles
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R17C1,Arrendamiento sin opción  de compra de maquinaria y equipo - producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R17C2,Arrendamiento sin opción  de compra de maquinaria y equipo - Administración y ve
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R17C3,Total Arrendamiento sin opción  de compra de maquinaria y equipo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R18C1,Seguros - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R18C2,Seguros - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R18C3,Total Seguros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R21C1,Servicio de agua  - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R21C2,Servicio de agua - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R21C3,Total Servicio de agua
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R36C1,Servicios de comunicaciones -Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R36C2,Servicios de comunicaciones - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R36C3,Total Servicios de comunicaciones
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R22C1,Propaganda y publicidad - producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R22C2,Propaganda y publicidad - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R22C3,Total Propaganda y publicidad
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R25C2,Impuesto del 4 x 1 000
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R25C3,Total Impuesto del 4 x 1 000
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R20C1,Impuesto de Renta para la Equidad - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R20C2,Impuesto de Renta para la Equidad - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R20C3,Total Impuesto de Renta para la Equidad
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R23C1,"Mantenimiento, reparaciones, accesorios y repuestos consumidos - Producción"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R23C2,"Mantenimiento, reparaciones, accesorios y repuestos consumidos - Administración"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R23C3,"Total Mantenimiento, reparaciones, accesorios y repuestos consumidos"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R42C1,Costos y gastos de transporte de materias primas - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R42C2,Costos y gastos de transporte de materias primas - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R42C3,Total Costos y gastos de transporte de materias primas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R24C1,"Utilización de : derechos de autor, franquicias, marcas, patentes, etc. - produc"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R24C2,"Utilización de : derechos de autor, franquicias, marcas, patentes, etc. - Admini"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R24C3,"Total Utilización de : derechos de autor, franquicias, marcas, patentes, etc."
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R37C1,Impuestos de industria y comercio - producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R37C2,Impuestos de industria y comercio - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R37C3,Total Impuestos de industria y comercio
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R38C2,Impuesto predial y sobre vehículos - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R38C3,Total Impuesto predial y sobre vehículos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R26C2,"Gastos para provisión de cartera, inventarios y otros - Administración y ventas"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R26C3,"Total Gastos para provisión de cartera, inventarios y otros"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R31C2,Intereses causados sobre préstamos - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R31C3,Total Intereses causados sobre préstamos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R27C1,Otros costos y gastos no incluidos antes - Producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R27C2,Otros costos y gastos no incluidos antes -  Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R27C3,Total Otros costos y gastos no incluidos antes
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R46C2,Gastos financieros - Administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R46C3,Total Gastos financieros
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R35C1,Total Costos y gastos de producción
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R35C2,Total Gastos de administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R35C3,Total costos de producción administración y ventas
EAM,2013,EAM_2013.zip,EAM_2013.dta,C5R1C1,Energía comprada (KWH)
EAM,2013,EAM_2013.zip,EAM_2013.dta,C3R19C3,Valor Energía comprada
EAM,2013,EAM_2013.zip,EAM_2013.dta,C5R1C2,Energía autogenerada (Kwh)
EAM,2013,EAM_2013.zip,EAM_2013.dta,C5R1C3,Cantidad de energía Vendida (Kwh)
EAM,2013,EAM_2013.zip,EAM_2013.dta,C5R1C5,Valor de la Energía vendida
EAM,2013,EAM_2013.zip,EAM_2013.dta,C5R1C4,Total Energía consumida (KWH)
EAM,2013,EAM_2013.zip,EAM_2013.dta,C5R1C7,Energía Cogenerada (Kwh)
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R1C1,"Existencias Materias primas, materiales y empaques - al final del año anterior"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R1C3,"Existencias Materias primas, materiales y empaques - al final del año actual"
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R2C1,Existencias Productos en proceso - al final del año anterior
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R2C3,Existencias Productos en proceso - al final del año actual
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R3C1,Existencias  Productos terminados  - al final del año anterior
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R3C3,Existencias  Productos terminados  - al final del año actual
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R4C1,Existencias Productos no fabricados por el establecimiento  - al final del año a
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R4C3,Existencias Productos no fabricados por el establecimiento  - al final del año a
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R5C1,Total Inventarios al final del año anterior-
EAM,2013,EAM_2013.zip,EAM_2013.dta,C6R5C3,Total Inventarios al final del año actual
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R1C1,Valor en libros del año anterior - Terrenos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R5C1,Valor en libros del año anterior - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R6C1,Valor en libros del año anterior - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R1,Valor en libros del año anterior -Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R1,Valor en libros del año anterior -Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R8C1,Valor en libros del año anterior -Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R10C1,Total Valor en libros del año anterior
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R2,Valor compra de activos - nuevos - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R2,Valor compra de activos - nuevos - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R2,Valor compra de activos - nuevos - Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R2,Valor compra de activos - nuevos - Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R2,Valor compra de activos - nuevos - Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R2,Total Valor compra de activos - nuevos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C1R3,Valor compra de activos - usados - Terrenos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R3,Valor compra de activos - usados - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R3,Valor compra de activos - usados - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R3,Valor compra de activos - usados - Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R3,Valor compra de activos - usados - Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R3,Valor compra de activos - usados - Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R3,Total Valor compra de activos - Usados
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R4,Costos y gastos de Producidos o construidos para uso propio - Edificios y estruc
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R4,Costos y gastos de Producidos o construidos para uso propio - Maquinaria y equip
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R4,Costos y gastos de Producidos o construidos para uso propio - Equipo de informát
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R4,Costos y gastos de Producidos o construidos para uso propio - Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R4,Costos y gastos de Producidos o construidos para uso propio -  Equipo de transpo
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R4,Total Costos y gastos de Producidos o construidos para uso propio
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R5, Valor causado en el año por la maquinaria en montaje - Maquinaria y equipo Indu
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R5,Total  Valor causado en el año por la maquinaria en montaje
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C1R19,Leasing Financiero - Terrenos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R19,Leasing Financiero - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R19,Leasing Financiero - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R19,Leasing Financiero -Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R19,Leasing Financiero -Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R19,Leasing Financiero -Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R19,Total Leasing Financiero
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R6,Valor causado en el año por la maquinaria en montaje - Maquinaria y equipo Indus
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R6,Valor causado en el año por la maquinaria en montaje - Equipo de informática y c
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R6,Valor causado en el año por la maquinaria en montaje -  Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R6,Total Valor causado en el año por la maquinaria en montaje
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R7, Valor causado por  mejoras y reformas a los activos  - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R7, Valor causado por  mejoras y reformas a los activos  - Maquinaria y equipo Indu
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R7, Valor causado por  mejoras y reformas a los activos  - Equipo de informática y
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R7, Valor causado por  mejoras y reformas a los activos  - Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R7, Valor causado por  mejoras y reformas a los activos  -  Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R7,Total  Valor causado por  mejoras y reformas a los activos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R1C2,Total inversiones en activos fijos - Terrenos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R5C2,Total inversiones en activos fijos - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R6C2,Total inversiones en activos fijos - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R8,Total inversiones en activos fijos -Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R8,Total inversiones en activos fijos -Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R8C2,Total inversiones en activos fijos -Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R10C2,Total  inversiones en activos fijos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R1C4,Valorización  causadas en el año - Terrenos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R5C4,Valorización  causadas en el año - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R6C4,Valorización  causadas en el año - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R10,Valorización  causadas en el año -Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R10,Valorización  causadas en el año -Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R8C4,Valorización  causadas en el año -Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7R10C4,Total Valorización  causadas en el año
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R11,Retiros  causados - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R11,Retiros  causados - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R11,Retiros  causados -Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R11,Retiros  causados -Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R11,Retiros  causados -Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R11,Total Retiros  causados
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C1R12,Valor en libros de los activos vendidos - Terrenos
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C2R12,Valor en libros de los activos vendidos - Edificios y estructuras
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C3R12,Valor en libros de los activos vendidos - Maquinaria y equipo Industrial
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C4R12,Valor en libros de los activos vendidos -Equipo de informática y comunicación
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C5R12,Valor en libros de los activos vendidos -Equipos de oficina
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C6R12,Valor en libros de los activos vendidos -Equipo de transporte
EAM,2013,EAM_2013.zip,EAM_2013.dta,C7C7R12,Total Valor en libros de los activos vendidos
