fuente,anio,archivo_zip,archivo_dta,variable,label_dta
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R42C3,Total Costos y gastos de transporte de materias primas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R24C1,"Utilización de : derechos de autor, franquicias, marcas, patentes, etc. - produc"
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R24C2,"Utilización de : derechos de autor, franquicias, marcas, patentes, etc. - Admini"
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R24C3,"Total Utilización de : derechos de autor, franquicias, marcas, patentes, etc.."
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R37C1,Impuestos de industria y comercio - producción
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R37C2,Impuestos de industria y comercio - Administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R37C3,Total Impuestos de industria y comercio
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R38C2,Impuesto predial y sobre vehículos - Administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R38C3,Total Impuesto predial y sobre vehículos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R26C2,"Gastos para provisión de cartera, inventarios y otros - Administración y ventas"
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R26C3,"Total Gastos para provisión de cartera, inventarios y otros"
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R31C2,Intereses causados sobre préstamos - Administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R31C3,Total Intereses causados sobre préstamos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R27C1,Otros costos y gastos no incluidos antes - Producción
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R27C2,Otros costos y gastos no incluidos antes -  Administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R27C3,Total Otros costos y gastos no incluidos antes
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R46C2,Gastos financieros - Administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R46C3,Total Gastos financieros
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R35C1,Total Costos y gastos de producción
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R35C2,Total Gastos de administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R35C3,Total costos de producción administración y ventas
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C5R1C1,Energía comprada (KWH)
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C3R19C3,Valor Energía comprada
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C5R1C2,Energía autogenerada (Kwh)
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C5R1C3,Cantidad de energía Vendida (Kwh)
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C5R1C5,Valor de la Energía vendida
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C5R1C4,Total Energía consumida (KWH)
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C5R1C7,Energía Cogenerada (Kwh)
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R1C1,"Existencias Materias primas, materiales y empaques - al final del año anterior"
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R1C3,"Existencias Materias primas, materiales y empaques - al final del año actual"
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R2C1,Existencias Productos en proceso - al final del año anterior
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R2C3,Existencias Productos en proceso - al final del año actual
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R3C1,Existencias  Productos terminados  - al final del año anterior
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R3C3,Existencias  Productos terminados  - al final del año actual
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R4C1,Existencias Productos no fabricados por el establecimiento  - al final del año a
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R4C3,Existencias Productos no fabricados por el establecimiento  - al final del año a
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R5C1,Total Inventarios al final del año anterior-
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C6R5C3,Total Inventarios al final del año actual
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R1C1,Valor en libros del año anterior - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R5C1,Valor en libros del año anterior - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R6C1,Valor en libros del año anterior - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R1,Valor en libros del año anterior -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R1,Valor en libros del año anterior -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R8C1,Valor en libros del año anterior -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R10C1,Total Valor en libros del año anterior
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R2,Valor compra de activos - nuevos - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R2,Valor compra de activos - nuevos - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R2,Valor compra de activos - nuevos - Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R2,Valor compra de activos - nuevos - Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R2,Valor compra de activos - nuevos - Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R2,Total Valor compra de activos - nuevos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C1R3,Valor compra de activos - usados - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R3,Valor compra de activos - usados - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R3,Valor compra de activos - usados - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R3,Valor compra de activos - usados - Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R3,Valor compra de activos - usados - Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R3,Valor compra de activos - usados - Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R3,Total Valor compra de activos - Usados
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R4,Costos y gastos de Producidos o construidos para uso propio - Edificios y estruc
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R4,Costos y gastos de Producidos o construidos para uso propio - Maquinaria y equip
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R4,Costos y gastos de Producidos o construidos para uso propio - Equipo de informát
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R4,Costos y gastos de Producidos o construidos para uso propio - Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R4,Costos y gastos de Producidos o construidos para uso propio -  Equipo de transpo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R4,Total Costos y gastos de Producidos o construidos para uso propio
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R5, Valor causado en el año por la maquinaria en montaje - Maquinaria y equipo Indu
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R5,Total  Valor causado en el año por la maquinaria en montaje
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C1R19,Leasing Financiero - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R19,Leasing Financiero - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R19,Leasing Financiero - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R19,Leasing Financiero -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R19,Leasing Financiero -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R19,Leasing Financiero -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R19,Total Leasing Financiero
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R6,Valor causado en el año por la maquinaria en montaje - Maquinaria y equipo Indus
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R6,Valor causado en el año por la maquinaria en montaje - Equipo de informática y c
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R6,Valor causado en el año por la maquinaria en montaje -  Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R6,Total Valor causado en el año por la maquinaria en montaje
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R7, Valor causado por  mejoras y reformas a los activos  - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R7, Valor causado por  mejoras y reformas a los activos  - Maquinaria y equipo Indu
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R7, Valor causado por  mejoras y reformas a los activos  - Equipo de informática y
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R7, Valor causado por  mejoras y reformas a los activos  - Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R7, Valor causado por  mejoras y reformas a los activos  -  Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R7,Total  Valor causado por  mejoras y reformas a los activos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R1C2,Total inversiones en activos fijos - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R5C2,Total inversiones en activos fijos - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R6C2,Total inversiones en activos fijos - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R8,Total inversiones en activos fijos -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R8,Total inversiones en activos fijos -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R8C2,Total inversiones en activos fijos -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R10C2,Total  inversiones en activos fijos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R1C4,Valorización  causadas en el año - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R5C4,Valorización  causadas en el año - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R6C4,Valorización  causadas en el año - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R10,Valorización  causadas en el año -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R10,Valorización  causadas en el año -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R8C4,Valorización  causadas en el año -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R10C4,Total Valorización  causadas en el año
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R11,Retiros  causados - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R11,Retiros  causados - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R11,Retiros  causados -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R11,Retiros  causados -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R11,Retiros  causados -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R11,Total Retiros  causados
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C1R12,Valor en libros de los activos vendidos - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R12,Valor en libros de los activos vendidos - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R12,Valor en libros de los activos vendidos - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R12,Valor en libros de los activos vendidos -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R12,Valor en libros de los activos vendidos -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R12,Valor en libros de los activos vendidos -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R12,Total Valor en libros de los activos vendidos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C2R13,Depreciación acumulada de los activos vendidos - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C3R13,Depreciación acumulada de los activos vendidos - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R13,Depreciación acumulada de los activos vendidos -Equipo de informática y comunica
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R13,Depreciación acumulada de los activos vendidos -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C6R13,Depreciación acumulada de los activos vendidos -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C7R13,Total Depreciación acumulada de los activos vendidos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R1C6,Valor en libros del año actual - Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R5C6,Valor en libros del año actual - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R6C6,Valor en libros del año actual - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R14,Valor en libros del año actual -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R14,Valor en libros del año actual -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R8C6,Valor en libros del año actual -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R10C6,Total Valor en libros del año actual
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R5C7,Depreciación causada en el año - Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R6C7,Depreciación causada en el año - Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C4R15,Depreciación causada en el año -Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7C5R15,Depreciación causada en el año -Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R8C7,Depreciación causada en el año -Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R10C7,Total Depreciación causada en el año
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C1,Desvalorizaciones causadas en el año- Terrenos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C2,Desvalorizaciones causadas en el año- Edificios y estructuras
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C3,Desvalorizaciones causadas en el año- Maquinaria y equipo Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C4,Desvalorizaciones causadas en el año-Equipo de informática y comunicación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C5,Desvalorizaciones causadas en el año-Equipos de oficina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C6,Desvalorizaciones causadas en el año-Equipo de transporte
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R16C7,Total Desvalorizaciones causadas en el año actual
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R17C2,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R17C3,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R17C4,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R17C5,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R17C6,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R17C7,Total Valor de los activos trasladados en el año a otros establecimientos de la
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R18C2,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R18C3,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R18C4,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R18C5,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R18C6,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C7R18C7,Total Valor de los activos recibidos en el año por traslado de otros establecimi
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,C2R5CERT,Ingresos por cert causados en el año.
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PETROC,Cantidad de Petróleo crudo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PETROV,Valor de Petróleo crudo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PETROAUTO,Autogeneración de Petróleo crudo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PETROCO,Cogeneración de Petróleo crudo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,DIESC,Cantidad de Diésel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,DIESV,Valor de Diésel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,DIESAUTO,Autogeneración de Diésel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,DIESCO,Cogeneración de Diésel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,FUELC,Cantidad de Fuel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,FUELV,Valor de Fuel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,FUELAUTO,Autogeneración de Fuel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,FUELCO,Cogeneración de Fuel Oíl
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASOLC,Cantidad de Gasolina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASOLV,Valor de Gasolina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASOLAUTO,Autogeneración de Gasolina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASOLCO,Cogeneración de Gasolina
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,KEROSC,Cantidad de Querosén
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,KEROSV,Valor de Querosén
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,KEROSAUTO,Autogeneración de Querosén
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,KEROSCO,Cogeneración de Querosén
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASNC,Cantidad de Gas natural
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASNV,Valor de Gas natural
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASNAUTO,Autogeneración de Gas natural
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASNCO,Cogeneración de Gas natural
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASPC,Cantidad de Gas propano - GLP
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASPV,Valor de Gas propano - GLP
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASPAUTO,Autogeneración de Gas propano - GLP
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,GASPCO,Cogeneración de Gas propano - GLP
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONMC,Cantidad de Carbón mineral
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONMV,Valor de Carbón mineral
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONMAUTO,Autogeneración de Carbón mineral
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONMCO,Cogeneración de Carbón mineral
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONCC,Cantidad de Carbón coque
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONCV,Valor de Carbón coque
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONCAUTO,Autogeneración de Carbón coque
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONCCO,Cogeneración de Carbón coque
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONVC,Cantidad de Carbón vegetal
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONVV,Valor de Carbón vegetal
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONVAUTO,Autogeneración de Carbón vegetal
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CARBONVCO,Cogeneración de Carbón vegetal
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,LENAC,Cantidad de Leña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,LENAV,Valor de Leña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,LENAAUTO,Autogeneración de Leña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,LENACO,Cogeneración de Leña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,BAGAC,Cantidad de Bagazo de caña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,BAGAV,Valor de Bagazo de caña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,BAGAAUTO,Autogeneración de Bagazo de caña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,BAGACO,Cogeneración de Bagazo de caña
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAC,Cantidad de Cascarilla de arroz
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAV,Valor de Cascarilla de arroz
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAAUTO,Autogeneración de Cascarilla de arroz
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCACO,Cogeneración de Cascarilla de arroz
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAFC,Cantidad de Cascarilla de café
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAFV,Valor de Cascarilla de café
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAFAUTO,Autogeneración de Cascarilla de café
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CASCAFCO,Cogeneración de Cascarilla de café
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,RESPALC,Cantidad de Residuos de palma
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,RESPALV,Valor de Residuos de palma
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,RESPALAUTO,Autogeneración de Residuos de palma
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,RESPALCO,Cogeneración de Residuos de palma
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,TOTALV,Valor total Energéticos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PRODBR2,Producción Bruta
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PRODBIND,Producción Industrial
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CONSMATE,Consumo de Materias
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CONSIN,Otros Gastos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,CONSIN2,Consumo Intermedio
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PRESSPER,Prestaciones de Permanente
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,SALARPER,Salario de Permanentes
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PRESPYTE,Prestaciones de Permanente y Temporal Directo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,SALPEYTE,Salario Personal Permanente y Temporal
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,EELEC,Energía Eléctrica en kw
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,REMUTEMP,Remuneración empelados temporales
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,INVEBRTA,Inversión Bruta
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,ACTIVFI,Activos Fijos
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,DEPRECIA,Depreciación
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PERTOTAL,Personal Permanente + Propietarios + Personal Temporal Directo + Temporal Empres
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PERTEM3,Personal Temporal Directo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PERSOCU,Personal Permanente
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PERSOESC,Personal Permanente + Propietarios
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PPERYTEM,Personal Permanente + Temporal Directo
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PERAPREN,Prestaciones del personal aprendiz
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,SALAPREN,Salarios del personal aprendiz
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,VALAGRI,Valor Agregado
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,VALORCOM,Valor de la materia prima comprada
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,VALORCX,Valor compras de materia prima en el exterior
EAM,2017,EAM_2017.zip,Estructura - EAM - 2017.dta,PORCVT,Porcentaje vendido al exterior
