variable_nueva,codigo_eam,descripcion,base,pct_na_2022,pct_cero_2022
leasing_terrenos_c7c1r19,C7C1R19,Leasing Financiero - Terrenos,firma,0,98.95
leasing_total_c7c7r19,C7C7R19,Total Leasing Financiero,firma,0,92.6
leasing_transporte_c7c6r19,C7C6R19,Leasing Financiero -Equipo de transporte,firma,0,97.46
mantenimiento_administracion_c3r23c2,C3R23C2,"Mantenimiento, reparaciones, accesorios y repuestos consumidos - Administración",firma,0,14.23
mantenimiento_produccion_c3r23c1,C3R23C1,"Mantenimiento, reparaciones, accesorios y repuestos consumidos - Producción",firma,0,5.66
mantenimiento_total_c3r23c3,C3R23C3,"Total Mantenimiento, reparaciones, accesorios y repuestos consumidos",firma,0,2.23
materia_prima_comprada_valorcom,VALORCOM,Valor de la materia prima comprada,firma,0,2.25
materia_prima_importada_valorcx,VALORCX,Valor compras de materia prima en el exterior,firma,0,76.19
materias_primas_fin_c6r1c3,C6R1C3,"Existencias Materias primas, materiales y empaques - al final del año actual",firma,0,19.12
materias_primas_inicio_c6r1c1,C6R1C1,"Existencias Materias primas, materiales y empaques - al final del año anterior",firma,0,15.94
mejoras_activos_c7c7r7,C7C7R7,Total  Valor causado por  mejoras y reformas a los activos,firma,0,90.17
muestras_gratis_c3r13c3,C3R13C3,Total Muestras gratis,firma,0,84.64
n_establecimientos,NA,Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,0
obreros_permanentes,"suma(C4R2C1,C4R2C2)",Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,17.51
obreros_total,"suma(C4R2C1,C4R2C2,C4R3C1,C4R3C2,C4R4C1,C4R4C2,C4R6OM,C4R6OH)",Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,2.97
otros_costos_c3r27c3,C3R27C3,Total Otros costos y gastos no incluidos antes,firma,0,20.42
otros_gastos_consin,CONSIN,Otros Gastos,firma,0,0.02
otros_gastos_personal_administrativos_c3r9c2,C3R9C2,Otros gastos del personal no incluidos antes  - Administrativos,firma,0,20.4
otros_gastos_personal_obreros_c3r9c1,C3R9C1,Otros gastos del personal no incluidos antes  - Producción  - Obreros,firma,0,18.12
otros_gastos_personal_profesionales_c3r9pt,C3R9PT,Otros gastos del personal no incluidos antes  - Producción  - Profesional Tecnól,firma,0,49.21
otros_gastos_personal_total_c3r9c3,C3R9C3,Total  Otros gastos del personal no incluidos antes,firma,0,14.27
personal_hombres_c4r4c10t,C4R4C10T,Total Personal Ocupado Hombre,firma,0,0.73
personal_mujeres_c4r4c9t,C4R4C9T,Total Personal Ocupado Mujer,firma,0,1.88
personal_permanente_persocu,PERSOCU,Personal Permanente,firma,0,7.16
personal_permanente_propietarios_persoesc,PERSOESC,Personal Permanente + Propietarios,firma,0,6.4
personal_permanente_temporal_pperytem,PPERYTEM,Personal Permanente + Temporal Directo,firma,0,0.42
personal_temporal_directo_pertem3,PERTEM3,Personal Temporal Directo,firma,0,55.43
personal_total_pertotal,PERTOTAL,Personal Permanente + Propietarios + Personal Temporal Directo + Temporal Empres,firma,0,0.03
porcentaje_exportado_porcvt,PORCVT,Porcentaje vendido al exterior,firma,0.02,66.19
porcentaje_insumos_importados_porcon,PORCON,Porcentaje consumo origen extranjero,firma,100,NA
predial_vehiculos_c3r38c3,C3R38C3,Total Impuesto predial y sobre vehículos,firma,0,30.76
prestaciones_aprendices_perapren,PERAPREN,Prestaciones del personal aprendiz,firma,0,42.5
prestaciones_permanente_temporal_prespyte,PRESPYTE,Prestaciones de Permanente y Temporal Directo,firma,0,0.5
prestaciones_permanentes_administrativos_c3r3c2,C3R3C2,Prestaciones sociales del personal permanente - Administrativos,firma,0,10.83
prestaciones_permanentes_obreros_c3r3c1,C3R3C1,Prestaciones sociales del personal permanente - Producción  - Obreros,firma,0,17.43
prestaciones_permanentes_pressper,PRESSPER,Prestaciones de Permanente,firma,0,7.11
prestaciones_permanentes_profesionales_c3r3pt,C3R3PT,Prestaciones sociales del personal permanente - Producción  - Profesional Tecnól,firma,0,41.53
prestaciones_permanentes_total_c3r3c3,C3R3C3,Total  Prestaciones sociales del personal permanente,firma,0,7.11
produccion_bruta_prodbr2,PRODBR2,Producción Bruta,firma,0,0
produccion_industrial_prodbind,PRODBIND,Producción Industrial,firma,0,0
productos_proceso_fin_c6r2c3,C6R2C3,Existencias Productos en proceso - al final del año actual,firma,0,53.83
productos_proceso_inicio_c6r2c1,C6R2C1,Existencias Productos en proceso - al final del año anterior,firma,0,52.18
productos_terminados_fin_c6r3c3,C6R3C3,Existencias  Productos terminados  - al final del año actual,firma,0,33.04
productos_terminados_inicio_c6r3c1,C6R3C1,Existencias  Productos terminados  - al final del año anterior,firma,0,30.1
profesionales_permanentes,"suma(C4R1C3N,C4R1C4N,C4R2C3E,C4R2C4E)",Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,42.76
profesionales_total,suma(16 columnas C4R1/C4R2 profesional-tecnico),Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,34.85
propietarios,"suma(C4R1C1,C4R1C2,C4R1C3,C4R1C4,C4R1C1N,C4R1C2N,C4R2C1E,C4R2C2E)",Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,94.99
provisiones_c3r26c3,C3R26C3,"Total Gastos para provisión de cartera, inventarios y otros",firma,0,64.57
publicidad_c3r22c3,C3R22C3,Total Propaganda y publicidad,firma,0,33.22
remuneracion_temporales_remutemp,REMUTEMP,Remuneración empelados temporales,firma,0,55.22
retiros_edificios_c7c2r11,C7C2R11,Retiros  causados - Edificios y estructuras,firma,0,93.78
retiros_informatica_c7c4r11,C7C4R11,Retiros  causados -Equipo de informática y comunicación,firma,0,86.05
retiros_maquinaria_c7c3r11,C7C3R11,Retiros  causados - Maquinaria y equipo Industrial,firma,0,81.1
retiros_oficina_c7c5r11,C7C5R11,Retiros  causados -Equipos de oficina,firma,0,87.89
retiros_total_c7c7r11,C7C7R11,Total Retiros  causados,firma,0,74.96
retiros_transporte_c7c6r11,C7C6R11,Retiros  causados -Equipo de transporte,firma,0,89.41
salario_integral_administrativos_c3r1c2,C3R1C2,Salario Integral para el personal permanente -  Administrativos,firma,100,NA
salario_integral_obreros_c3r1c1,C3R1C1,Salario Integral para el personal permanente -  Producción - Obreros,firma,100,NA
salario_integral_profesionales_c3r1pt,C3R1PT,Salario Integral para el personal permanente -  Producción - Profesional Tecnól,firma,100,NA
salario_integral_total_c3r1c3,C3R1C3,Total Salario Integral para el personal permanente,firma,100,NA
salario_permanente_temporal_salpeyte,SALPEYTE,Salario Personal Permanente y Temporal,firma,0,0.52
salario_permanentes_salarper,SALARPER,Salario de Permanentes,firma,0,7.13
salarios_aprendices_salapren,SALAPREN,Salarios del personal aprendiz,firma,0,41.38
seguros_c3r18c3,C3R18C3,Total Seguros,firma,0,22.99
seguros_vida_voluntarios_administrativos_c3r7c2,C3R7C2,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupad,firma,0,89.8
seguros_vida_voluntarios_obreros_c3r7c1,C3R7C1,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupad,firma,0,91.46
seguros_vida_voluntarios_profesionales_c3r7pt,C3R7PT,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupad,firma,0,92.58
seguros_vida_voluntarios_total_c3r7c3,C3R7C3,Total  Aportes voluntarios a compañías de seguros de vida que ampara al personal,firma,0,88.49
sueldos_permanentes_administrativos_c3r2c2,C3R2C2,Sueldos y salarios del personal permanente -  Administrativos,firma,0,10.85
sueldos_permanentes_obreros_c3r2c1,C3R2C1,Sueldos y salarios del personal permanente -  Producción - Obreros,firma,0,17.43
sueldos_permanentes_profesionales_c3r2pt,C3R2PT,Sueldos y salarios del personal permanente -  Producción - Profesional Tecnólogo,firma,0,41.55
sueldos_permanentes_total_c3r2c3,C3R2C3,Total Sueldos y salarios del personal permanente,firma,0,7.13
sueldos_temporal_directo_administrativos_c3r4c2,C3R4C2,"Sueldos, salarios y prestaciones sociales del personal contratado directamente",firma,0,64.92
sueldos_temporal_directo_obreros_c3r4c1,C3R4C1,"Sueldos, salarios y prestaciones sociales del personal contratado directamente",firma,0,57.86
sueldos_temporal_directo_profesionales_c3r4pt,C3R4PT,"Sueldos, salarios y prestaciones sociales del personal contratado directamente",firma,0,76.27
sueldos_temporal_directo_total_c3r4c3,C3R4C3,"Total  Sueldos, salarios y prestaciones sociales del personal contratado directa",firma,0,55.22
temporal_agencias,"suma(C4R4C1,C4R4C2,C4R4C3,C4R4C4,C4R1C7N,C4R1C8N,C4R2C7E,C4R2C8E)",Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,67.46
temporal_directo,"suma(C4R3C1,C4R3C2,C4R3C3,C4R3C4,C4R1C5N,C4R1C6N,C4R2C5E,C4R2C6E)",Variable construida (suma de un grupo de columnas C4R) -- ver comentario en ampliar_variables_paneles.R,firma,0,55.43
terceros_administracion_c3r41c2,C3R41C2,Costos y gastos por servicios contratados con terceros (outsoursing)-  Administr,firma,0,79.6
terceros_industriales_produccion_c3r14c1,C3R14C1,Costos y gastos de productos y servicios industriales elaborados por terceros -,firma,0,59.65
terceros_industriales_total_c3r14c3,C3R14C3,Total Costos y gastos de productos y servicios industriales elaborados por terce,firma,0,59.65
terceros_produccion_c3r41c1,C3R41C1,Costos y gastos por servicios contratados con terceros (outsoursing)- Producción,firma,0,79.05
terceros_total_c3r41c3,C3R41C3,Total Costos y gastos por servicios contratados con terceros (outsoursing),firma,0,72.39
transporte_materias_primas_c3r42c3,C3R42C3,Total Costos y gastos de transporte de materias primas,firma,0,49.4
transporte_productos_c3r45c3,C3R45C3,Total Costos y gastos de transporte de productos,firma,0,31.51
valor_agregado_valagri,VALAGRI,Valor Agregado,firma,0,0
valor_energeticos_totalv,TOTALV,Valor total Energéticos,firma,0.11,43.34
valor_energia_comprada_c3r19c3,C3R19C3,Valor Energía comprada,firma,0,0.29
valor_libros_fin_c7r10c6,C7R10C6,Total Valor en libros del año actual,firma,0,0.76
valor_libros_inicio_c7r10c1,C7R10C1,Total Valor en libros del año anterior,firma,0,0.45
valor_libros_maquinaria_c7r6c6,C7R6C6,Valor en libros del año actual - Maquinaria y equipo Industrial,firma,0,2.3
valor_ventas_valorven,VALORVEN,Valor de las ventas,firma,0,0.02
valorizaciones_c7r10c4,C7R10C4,Total Valorización  causadas en el año,firma,0,90.54
