especificacion,coeficiente,error_estandar,p_valor,efecto_pct,observaciones,firmas,significancia,cambio_vs_anterior_pct
0. Póster: panel + con propietarios + winsorizado,-0.010227727580316507,0.004001711672125453,0.010621996242472058,-1.0227727580316508,44611,5098,**,NA
1. + outcome sin propietarios,-0.011252659295407532,0.003954085301898218,0.004447250114781435,-1.1252659295407532,44611,5098,***,-0.10249317150910242
2. + filtro de plausibilidad en vez de winsorización,-0.011745275361714555,0.003980967061585359,0.003188881593297863,-1.1745275361714556,43508,4971,***,-0.04926160663070234
3. + sin controles interactuados con año,-0.003956844502842495,0.0032779663643720054,0.2274497532836105,-0.39568445028424953,43511,4971,,0.778843085887206
4. Script 03: corte transversal,0.021225372241484946,0.005212146910725197,4.7382171336459365e-5,2.1225372241484948,4481,4481,***,2.5182216744327444
