indicador,alta_exposicion,baja_exposicion,diferencia_alta_menos_baja
Cambio % del salario promedio,37.30360505430301,45.630078147608685,-8.326473093305673
Cambio % del empleo promedio,4.61201738856436,9.690947452122955,-5.0789300635585954
