resultado,p_años_previos,años_previos_parecidos,coeficiente_2023,ic95_2023,coeficiente_2024
Empleo permanente (trabajadores),0.024231645658715672,No (se rechaza),-1.1491720695691783,[-2.8731; 0.5747],-1.0248852634447867
Empleo temporal (trabajadores),0.003107911385072363,No (se rechaza),0.08574808700018544,[-1.3663; 1.5378],0.23254184609590123
Participación de permanentes (puntos %),2.1707498690523664e-12,No (se rechaza),-0.9913454116288218,[-1.5601; -0.4226],-0.8863675537176428
Ventas (log),1.1200977954655353e-6,No (se rechaza),0.021470980317444,[0.0031; 0.0399],0.030561717891699154
Salario obrero (log),3.7190803372322426e-285,No (se rechaza),0.13296457147174226,[0.121; 0.1449],0.16788605335850978
Brecha administrativo - obrero (log),2.1353219942812906e-45,No (se rechaza),-0.09571572137597768,[-0.1089; -0.0826],-0.11486432757058204
Brecha profesional - obrero (log),2.8472131225954574e-49,No (se rechaza),-0.1335396556916245,[-0.1562; -0.1108],-0.166087570777649
