n_multiplanta_2022,n_multiplanta_paso1_5_2008_2024,n_multiplanta_con_2plus_departamentos,n_multiplanta_con_exposicion_valida_2plus_est,n_supera_umbral_15pp,n_supera_umbral_20pp
262,447,181,260,168,137
