termino,anio,beta,ee,ic_inf,ic_sup,muestra,outcome,medida
ANIO_F::2015:exposure_de,2015,-0.47035900635993644,1.0350856756399747,-2.4991269306142865,1.5584089178944138,completa,empleo_permanente,exposure_de
ANIO_F::2016:exposure_de,2016,-1.4547332760950566,0.8753129451824001,-3.170346648652561,0.2608800964624476,completa,empleo_permanente,exposure_de
ANIO_F::2017:exposure_de,2017,-1.6966244587234927,0.8637729512235248,-3.3896194431216013,-0.0036294743253839634,completa,empleo_permanente,exposure_de
ANIO_F::2018:exposure_de,2018,-1.417489708831246,0.6845133533433507,-2.7591358813842133,-0.07584353627827856,completa,empleo_permanente,exposure_de
ANIO_F::2019:exposure_de,2019,-0.5534978350485266,0.6617413214736233,-1.850510825136828,0.74351515503977506,completa,empleo_permanente,exposure_de
ANIO_F::2021:exposure_de,2021,-0.4483791510339068,0.3361859639047578,-1.107303640287232,0.21054533821941845,completa,empleo_permanente,exposure_de
referencia,2022,0,0,0,0,completa,empleo_permanente,exposure_de
ANIO_F::2023:exposure_de,2023,0.31450869474997944,0.4247541676681107,-0.5180094738795175,1.1470268633794762,completa,empleo_permanente,exposure_de
ANIO_F::2024:exposure_de,2024,0.27625184171385975,0.8373726923903604,-1.3649986353712467,1.9175023187989662,completa,empleo_permanente,exposure_de
ANIO_F::2015:bite_de,2015,-4.470143034443987,1.555120703221113,-7.518179612757368,-1.422106456130606,completa,empleo_permanente,bite_de
ANIO_F::2016:bite_de,2016,-4.7556863648868,1.657228303066518,-8.003853838897175,-1.5075188908764243,completa,empleo_permanente,bite_de
ANIO_F::2017:bite_de,2017,-3.4690962816264985,1.5813444606324563,-6.568531424466112,-0.36966113878688445,completa,empleo_permanente,bite_de
ANIO_F::2018:bite_de,2018,-2.5118106381732157,1.4169602656258435,-5.289052758799869,0.2654314824534376,completa,empleo_permanente,bite_de
ANIO_F::2019:bite_de,2019,-2.0363405196874114,1.077263244006264,-4.147776477939688,0.07509543856486589,completa,empleo_permanente,bite_de
