NORDEST,n_anios,n_dptos_distintos,secuencia,patron,anio_cambio,dpto_antes,dpto_despues
145169,16,2,2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
145173,10,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25,cambio_sostenido,2016,11,25
145175,16,2,2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
145230,6,2,2009:11 | 2010:11 | 2011:11 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2013,11,25
145277,8,2,2009:11 | 2010:11 | 2011:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25,cambio_sostenido,2013,11,25
145287,7,2,2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2012,11,25
145291,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
145302,10,2,2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:11 | 2018:11,patron_irregular,NA,NA,NA
145304,5,2,2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25,cambio_sostenido,2011,11,25
145321,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
145326,16,2,2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:76 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2022,76,11
145328,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
145333,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
145348,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:25,cambio_sostenido,2024,11,25
145422,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
145431,15,2,2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25,cambio_sostenido,2011,11,25
145494,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
145513,10,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25,cambio_sostenido,2013,11,25
145554,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
145601,16,2,2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2016,76,11
145605,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
145660,16,2,2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
145664,7,2,2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2012,11,25
145679,16,2,2009:73 | 2010:73 | 2011:73 | 2012:73 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,73,25
145692,16,2,2009:85 | 2010:85 | 2011:85 | 2012:85 | 2013:85 | 2014:85 | 2015:85 | 2016:85 | 2017:85 | 2018:85 | 2019:85 | 2020:20 | 2021:20 | 2022:20 | 2023:20 | 2024:20,cambio_sostenido,2020,85,20
145706,16,2,2009:17 | 2010:17 | 2011:17 | 2012:17 | 2013:17 | 2014:17 | 2015:17 | 2016:17 | 2017:17 | 2018:17 | 2019:17 | 2020:13 | 2021:13 | 2022:13 | 2023:13 | 2024:13,cambio_sostenido,2020,17,13
145718,4,2,2009:11 | 2010:25 | 2011:25 | 2012:25,cambio_sostenido,2010,11,25
145805,16,2,2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
145808,16,2,2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
145842,16,2,2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2017,76,19
145845,16,2,2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2021,76,19
145884,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
145899,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
145901,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
145915,12,2,2008:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25,cambio_sostenido,2012,11,25
145925,16,2,2008:11 | 2009:11 | 2010:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:73 | 2018:73 | 2019:73 | 2020:73 | 2021:73 | 2022:73 | 2023:73 | 2024:73,cambio_sostenido,2017,11,73
145940,11,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:11 | 2017:11 | 2018:11,patron_irregular,NA,NA,NA
145943,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
145963,15,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25,cambio_sostenido,2019,11,25
145965,4,2,2008:11 | 2009:11 | 2010:11 | 2011:8,cambio_sostenido,2011,11,8
145979,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:63 | 2017:63 | 2018:63 | 2019:63 | 2020:63 | 2021:63 | 2022:63 | 2023:63 | 2024:63,cambio_sostenido,2016,11,63
145993,12,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25,cambio_sostenido,2019,11,25
145994,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
146004,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
146006,10,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25,cambio_sostenido,2013,11,25
146050,14,2,2008:11 | 2009:11 | 2010:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
146152,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
146159,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
146172,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
146179,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
146187,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
146193,16,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25,cambio_sostenido,2013,11,25
146198,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
146209,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
146254,12,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25,cambio_sostenido,2013,11,25
146269,10,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11,patron_irregular,NA,NA,NA
146272,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
146278,3,2,2008:99 | 2009:99 | 2010:76,cambio_sostenido,2010,99,76
146296,17,2,2008:11 | 2009:11 | 2010:11 | 2011:41 | 2012:41 | 2013:41 | 2014:41 | 2015:41 | 2016:41 | 2017:41 | 2018:41 | 2019:41 | 2020:41 | 2021:41 | 2022:41 | 2023:41 | 2024:41,cambio_sostenido,2011,11,41
146327,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:17 | 2020:17 | 2021:17 | 2022:17 | 2023:17 | 2024:17,cambio_sostenido,2019,11,17
146330,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
146332,17,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2013,25,11
146336,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
146342,12,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:11 | 2019:11,patron_irregular,NA,NA,NA
146346,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
146370,17,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2012,25,11
146379,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:8 | 2017:8 | 2018:8 | 2019:8 | 2020:8 | 2021:8 | 2022:8 | 2023:8 | 2024:8,cambio_sostenido,2016,11,8
146386,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
146400,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
146404,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
146425,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
146428,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
146434,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
146543,15,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5,cambio_sostenido,2013,25,5
146545,16,2,2008:11 | 2009:11 | 2011:19 | 2012:19 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2011,11,19
146843,17,2,2008:5 | 2009:5 | 2010:5 | 2011:5 | 2012:5 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:11 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,salto_aislado,2017,5,11
146951,17,2,2008:5 | 2009:5 | 2010:5 | 2011:5 | 2012:5 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,5,25
147148,17,2,2008:5 | 2009:5 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,patron_irregular,NA,NA,NA
147220,17,2,2008:5 | 2009:5 | 2010:5 | 2011:5 | 2012:5 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:66 | 2024:66,cambio_sostenido,2023,5,66
147575,17,2,2008:17 | 2009:17 | 2010:17 | 2011:17 | 2012:17 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2013,17,5
217178,17,2,2008:73 | 2009:73 | 2010:73 | 2011:73 | 2012:73 | 2013:73 | 2014:73 | 2015:73 | 2016:73 | 2017:73 | 2018:5 | 2019:73 | 2020:73 | 2021:73 | 2022:73 | 2023:73 | 2024:73,salto_aislado,2018,73,5
217220,17,2,2008:66 | 2009:66 | 2010:66 | 2011:66 | 2012:66 | 2013:66 | 2014:66 | 2015:66 | 2016:66 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2017,66,5
217357,17,2,2008:63 | 2009:63 | 2010:63 | 2011:63 | 2012:63 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2013,63,11
217386,15,2,2008:73 | 2009:73 | 2010:73 | 2011:73 | 2012:73 | 2013:73 | 2014:73 | 2015:73 | 2016:73 | 2017:73 | 2018:73 | 2019:73 | 2020:73 | 2021:41 | 2022:41,cambio_sostenido,2021,73,41
217543,17,2,2008:17 | 2009:17 | 2010:17 | 2011:17 | 2012:17 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:5 | 2018:17 | 2019:17 | 2020:17 | 2021:17 | 2022:17 | 2023:17 | 2024:17,patron_irregular,NA,NA,NA
366619,15,2,2010:19 | 2011:76 | 2012:76 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,patron_irregular,NA,NA,NA
366729,17,2,2008:76 | 2009:76 | 2010:19 | 2011:19 | 2012:19 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2010,76,19
366741,11,2,2008:76 | 2009:76 | 2010:76 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25,cambio_sostenido,2011,76,25
366831,17,2,2008:76 | 2009:76 | 2010:19 | 2011:19 | 2012:19 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2010,76,19
366906,11,2,2008:76 | 2009:76 | 2010:76 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25,cambio_sostenido,2011,76,25
366961,7,2,2008:19 | 2009:19 | 2010:19 | 2011:19 | 2012:19 | 2013:76 | 2014:76,cambio_sostenido,2013,19,76
367024,11,2,2008:19 | 2009:19 | 2010:19 | 2011:19 | 2012:19 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76,cambio_sostenido,2013,19,76
367025,17,2,2008:19 | 2009:19 | 2010:19 | 2011:25 | 2012:19 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,salto_aislado,2011,19,25
367104,8,2,2008:19 | 2009:19 | 2010:19 | 2011:19 | 2012:19 | 2013:76 | 2014:76 | 2015:76,cambio_sostenido,2013,19,76
367117,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:76 | 2022:76 | 2023:76 | 2024:76,cambio_sostenido,2016,11,76
367299,17,2,2008:76 | 2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2013,76,5
367359,17,2,2008:19 | 2009:19 | 2010:19 | 2011:19 | 2012:19 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:76 | 2022:76 | 2023:76 | 2024:76,cambio_sostenido,2013,19,76
367572,4,2,2008:76 | 2009:19 | 2010:19 | 2011:19,cambio_sostenido,2009,76,19
865190,17,2,2008:15 | 2009:15 | 2010:15 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2011,15,11
865231,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:85 | 2017:85 | 2018:85 | 2019:85 | 2020:85 | 2021:85 | 2022:85 | 2023:85 | 2024:85,cambio_sostenido,2016,11,85
865238,6,2,2009:25 | 2010:11 | 2011:11 | 2013:11 | 2014:11 | 2015:11,cambio_sostenido,2010,25,11
865242,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:50 | 2019:50 | 2020:50 | 2021:50 | 2022:50 | 2023:50 | 2024:50,cambio_sostenido,2018,11,50
865261,6,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:11 | 2013:11,salto_aislado,2011,11,25
865275,4,2,2008:11 | 2009:11 | 2011:25 | 2012:25,cambio_sostenido,2011,11,25
865286,9,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25,cambio_sostenido,2010,11,25
865323,8,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2013,11,25
865346,14,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2016,11,25
865397,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865403,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865417,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2020,11,25
865418,7,2,2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2011,11,25
865426,9,2,2008:11 | 2009:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25,cambio_sostenido,2011,11,25
865459,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865471,8,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2011,11,25
865483,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
