NORDEST,n_anios,n_dptos_distintos,secuencia,patron,anio_cambio,dpto_antes,dpto_despues
865492,16,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
865496,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:25,cambio_sostenido,2024,11,25
865525,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
865551,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865553,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865579,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
865587,16,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:73 | 2014:73 | 2015:73 | 2016:73 | 2017:73 | 2018:73 | 2019:73 | 2020:73 | 2021:73 | 2022:73 | 2023:73,cambio_sostenido,2013,11,73
865620,11,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25,cambio_sostenido,2016,11,25
865629,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:11,patron_irregular,NA,NA,NA
865693,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
865746,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:66 | 2022:66 | 2023:66 | 2024:66,cambio_sostenido,2021,11,66
865756,11,2,2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11,cambio_sostenido,2013,25,11
865764,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865786,13,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25,cambio_sostenido,2010,11,25
865824,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
865831,14,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2018,11,25
865897,4,2,2008:11 | 2009:11 | 2010:11 | 2011:25,cambio_sostenido,2011,11,25
865899,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
865907,5,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25,cambio_sostenido,2011,11,25
865912,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
865924,7,3,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:11 | 2013:73 | 2014:73,patron_irregular,NA,NA,NA
865959,14,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25,patron_irregular,NA,NA,NA
865960,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
865961,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
865981,9,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11,cambio_sostenido,2013,25,11
865994,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:25 | 2024:25,cambio_sostenido,2023,11,25
865996,14,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2018,11,25
866001,15,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25,cambio_sostenido,2013,11,25
866018,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
866023,15,2,2008:11 | 2009:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866047,13,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25,cambio_sostenido,2013,11,25
866055,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866067,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
866083,4,2,2008:11 | 2009:11 | 2010:11 | 2011:25,cambio_sostenido,2011,11,25
866091,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866123,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
866132,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866142,10,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25,cambio_sostenido,2012,11,25
866159,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:25,cambio_sostenido,2024,11,25
866191,13,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25,cambio_sostenido,2017,11,25
866201,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866218,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866229,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866231,17,3,2008:73 | 2009:73 | 2010:73 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,patron_irregular,NA,NA,NA
866236,12,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25,cambio_sostenido,2012,11,25
866243,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
866277,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
866282,11,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25,cambio_sostenido,2017,11,25
866318,17,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2013,25,11
866322,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866326,12,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25,cambio_sostenido,2011,11,25
866329,17,2,2008:5 | 2009:5 | 2010:5 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,5,25
866335,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
866341,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
866356,8,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:11 | 2013:11 | 2014:11 | 2015:11,cambio_sostenido,2012,25,11
866359,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866387,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
866439,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866467,16,2,2008:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
866470,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
866473,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:5 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2021,11,5
866545,11,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25,cambio_sostenido,2013,11,25
866555,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
866592,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2013,11,19
866604,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866628,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866630,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
866631,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
866660,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866688,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
866697,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
866698,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
866707,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
866716,16,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
866739,5,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25,cambio_sostenido,2011,11,25
866747,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:63,cambio_sostenido,2024,11,63
866786,14,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2024:5,cambio_sostenido,2024,11,5
866790,13,2,2008:20 | 2009:20 | 2010:20 | 2011:20 | 2012:20 | 2013:20 | 2014:20 | 2015:20 | 2016:20 | 2017:20 | 2018:11 | 2019:20 | 2020:20,salto_aislado,2018,20,11
866836,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:25 | 2024:25,cambio_sostenido,2023,11,25
866837,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2020,11,25
866838,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
866841,16,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
866852,16,2,2009:25 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2010,25,11
866875,17,2,2008:25 | 2009:25 | 2010:19 | 2011:19 | 2012:19 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:25 | 2024:25,patron_irregular,NA,NA,NA
866878,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
866974,13,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25,cambio_sostenido,2010,11,25
866977,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
866991,6,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25,cambio_sostenido,2012,11,25
867002,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
867009,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
867040,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:25,cambio_sostenido,2024,11,25
867074,5,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25,cambio_sostenido,2010,11,25
867128,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
867236,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
867301,14,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11,patron_irregular,NA,NA,NA
867362,17,2,2008:11 | 2009:11 | 2010:11 | 2011:5 | 2012:5 | 2013:5 | 2014:5 | 2015:5 | 2016:5 | 2017:5 | 2018:5 | 2019:5 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2011,11,5
867379,17,2,2008:8 | 2009:8 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2010,8,11
867406,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
867418,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
867510,17,2,2008:25 | 2009:25 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,patron_irregular,NA,NA,NA
867518,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:25,cambio_sostenido,2024,11,25
867531,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
867648,6,2,2008:5 | 2009:5 | 2010:5 | 2011:5 | 2012:5 | 2013:11,cambio_sostenido,2013,5,11
973255,6,2,2008:8 | 2009:8 | 2010:8 | 2011:8 | 2012:11 | 2013:11,cambio_sostenido,2012,8,11
973260,17,2,2008:13 | 2009:13 | 2010:13 | 2011:13 | 2012:13 | 2013:13 | 2014:13 | 2015:13 | 2016:13 | 2017:13 | 2018:8 | 2019:8 | 2020:8 | 2021:8 | 2022:8 | 2023:8 | 2024:8,cambio_sostenido,2018,13,8
973340,17,2,2008:20 | 2009:20 | 2010:20 | 2011:20 | 2012:20 | 2013:20 | 2014:20 | 2015:20 | 2016:20 | 2017:20 | 2018:8 | 2019:8 | 2020:8 | 2021:8 | 2022:8 | 2023:8 | 2024:8,cambio_sostenido,2018,20,8
973485,10,3,2008:13 | 2009:13 | 2010:13 | 2011:13 | 2012:13 | 2013:8 | 2014:8 | 2015:8 | 2016:8 | 2017:76,patron_irregular,NA,NA,NA
974612,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
974760,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:66 | 2017:66 | 2018:66 | 2019:66 | 2020:66 | 2021:66 | 2022:66 | 2023:66 | 2024:66,cambio_sostenido,2016,11,66
975006,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
