archivo,fuente,anio,extension,filas_muestra,columnas,nombres_columnas
C:/Users/juago/Documents/GitHub/TESIS_MECA/2. PROCESAMIENTO/_tmp_unzip/EAM_2008/EAM_2008.csv,EAM,2008,csv,5000,1,nordemp;nordest;DPTO;CIIU3;periodo;c4r1c1n;c4r1c2n;c4r2c1e;c4r2c2e;c4r1c1;c4r1c2;c4r1c3;c4r1c4;c4r4c1t;c4r4c2t;c4r1c3n;c4r1c4n;c4r2c3e;c4r2c4e;c4r2c1;c4r2c2;c4r2c3;c4r2c4;c4r4c3t;c4r4c4t;c4r1c5n;c4r1c6n;c4r2c5e;c4r2c6e;c4r3c1;c4r3c2;c4r3c3;c4r3c4;c4r4c5t;c4r4c6t;c4r1c7n;c4r1c8n;c4r2c7e;c4r2c8e;c4r4c1;c4r4c2;c4r4c3;c4r4c4;c4r4c7t;c4r4c8t;c4r6mn;c4r6hn;c4r6me;c4r6he;c4r6om;c4r6oh;c4r6dm;c4r6dh;c4r6tm;c4r6th;c4r1c9n;c4r1c10n;c4r2c9e;c4r2c10e;c4r5c1;c4r5c2;c4r5c3;c4r5c4;c4r4c9t;c4r4c10t;c3r1pt;c3r1c1;c3r1c2;c3r1c3;c3r2pt;c3r2c1;c3r2c2;c3r2c3;c3r3pt;c3r3c1;c3r3c2;c3r3c3;c3r4pt;c3r4c1;c3r4c2;c3r4c3;c3r5pt;c3r5c1;c3r5c2;c3r5c3;c3r6pt;c3r6c1;c3r6c2;c3r6c3;c3r7pt;c3r7c1;c3r7c2;c3r7c3;c3r8pt;c3r8c1;c3r8c2;c3r8c3;r1csap;r2csap;r3csap;r4csap;c3r9pt;c3r9c1;c3r9c2;c3r9c3;c3r10pt;c3r10c1;c3r10c2;c3r10c3;c3r44c2;c3r44c3;c3r40c2;c3r40c3;c3r14c1;c3r14c3;c3r41c1;c3r41c2;c3r41c3;c3r13c1;c3r13c2;c3r13c3;c3r45c2;c3r45c3;c3r15c1;c3r15c2;c3r15c3;c3r16c1;c3r16c2;c3r16c3;c3r17c1;c3r17c2;c3r17c3;c3r18c1;c3r18c2;c3r18c3;c3r21c1;c3r21c2;c3r21c3;c3r36c1;c3r36c2;c3r36c3;c3r22c1;c3r22c2;c3r22c3;c3r25c2;c3r25c3;c3r23c1;c3r23c2;c3r23c3;c3r42c1;c3r42c2;c3r42c3;c3r24c1;c3r24c2;c3r24c3;c3r37c1;c3r37c2;c3r37c3;c3r38c2;c3r38c3;c3r26c2;c3r26c3;c3r31c2;c3r31c3;c3r27c1;c3r27c2;c3r27c3;c3r46c2;c3r46c3;c3r35c1;c3r35c2;c3r35c3;c5r1c1;c3r19c3;c5r1c2;c5r1c3;c5r1c5;c5r1c4;c6r1c1;c6r1c3;c6r2c1;c6r2c3;c6r3c1;c6r3c3;c6r4c1;c6r4c3;c6r5c1;c6r5c3;c7r1c1;c7r5c1;c7r6c1;c7c4r1;c7c5r1;c7r8c1;c7r10c1;c7c2r2;c7c3r2;c7c4r2;c7c5r2;c7c6r2;c7c7r2;c7c1r3;c7c2r3;c7c3r3;c7c4r3;c7c5r3;c7c6r3;c7c7r3;c7c2r4;c7c3r4;c7c4r4;c7c5r4;c7c6r4;c7c7r4;c7c2r5;c7c7r5;c7c3r6;c7c4r6;c7c5r6;c7c7r6;c7c2r7;c7c3r7;c7c4r7;c7c5r7;c7c6r7;c7c7r7;c7r1c2;c7r5c2;c7r6c2;c7c4r8;c7c5r8;c7r8c2;c7r10c2;c7r1c4;c7r5c4;c7r6c4;c7c4r10;c7c5r10;c7r8c4;c7r10c4;c7c2r11;c7c3r11;c7c4r11;c7c5r11;c7c6r11;c7c7r11;c7c1r12;c7c2r12;c7c3r12;c7c4r12;c7c5r12;c7c6r12;c7c7r12;c7c2r13;c7c3r13;c7c4r13;c7c5r13;c7c6r13;c7c7r13;c7r1c6;c7r5c6;c7r6c6;c7c4r14;c7c5r14;c7r8c6;c7r10c6;c7r5c7;c7r6c7;c7c4r15;c7c5r15;c7r8c7;c7r10c7;c7r16c1;c7r16c2;c7r16c3;c7r16c4;c7r16c5;c7r16c6;c7r16c7;c7r17c2;c7r17c3;c7r17c4;c7r17c5;c7r17c6;c7r17c7;c7r18c2;c7r18c3;c7r18c4;c7r18c5;c7r18c6;c7r18c7;c2r5CERT;PETROC;PETROV;DIESC;DIESV;FUELC;FUELV;GASOLC;GASOLV;KEROSC;KEROSV;GASNC;GASNV;GASPC;GASPV;CARBONMC;CARBONMV;CARBONCC;CARBONCV;CARBONVC;CARBONVV;LENAC;LENAV;BAGAC;BAGAV;CASCAC;CASCAV;CASCAFC;CASCAFV;RESPALC;RESPALV;TOTALV;PRODBR2;PRODBIND;CONSMATE;CONSIN;CONSIN2;PRESSPER;SALARPER;PRESPYTE;SALPEYTE;EELEC;INVEBRTA;ACTIVFI;DEPRECIA;PERTOTAL;PERTEM3;PERSOCU;PERSOESC;PPERYTEM;VALAGRI;VALQCONS;VALORCOM;VALORCX;PORCON;PORCVT;VALVFAB;VALORVEN
C:/Users/juago/Documents/GitHub/TESIS_MECA/2. PROCESAMIENTO/_tmp_unzip/EAM_2008/EAM_2008.dta,EAM,2008,dta,5000,349,nordemp|nordest|DPTO|CIIU3|periodo|c4r1c1n|c4r1c2n|c4r2c1e|c4r2c2e|c4r1c1|c4r1c2|c4r1c3|c4r1c4|c4r4c1t|c4r4c2t|c4r1c3n|c4r1c4n|c4r2c3e|c4r2c4e|c4r2c1|c4r2c2|c4r2c3|c4r2c4|c4r4c3t|c4r4c4t|c4r1c5n|c4r1c6n|c4r2c5e|c4r2c6e|c4r3c1|c4r3c2|c4r3c3|c4r3c4|c4r4c5t|c4r4c6t|c4r1c7n|c4r1c8n|c4r2c7e|c4r2c8e|c4r4c1|c4r4c2|c4r4c3|c4r4c4|c4r4c7t|c4r4c8t|c4r6mn|c4r6hn|c4r6me|c4r6he|c4r6om|c4r6oh|c4r6dm|c4r6dh|c4r6tm|c4r6th|c4r1c9n|c4r1c10n|c4r2c9e|c4r2c10e|c4r5c1|c4r5c2|c4r5c3|c4r5c4|c4r4c9t|c4r4c10t|c3r1pt|c3r1c1|c3r1c2|c3r1c3|c3r2pt|c3r2c1|c3r2c2|c3r2c3|c3r3pt|c3r3c1|c3r3c2|c3r3c3|c3r4pt|c3r4c1|c3r4c2|c3r4c3|c3r5pt|c3r5c1|c3r5c2|c3r5c3|c3r6pt|c3r6c1|c3r6c2|c3r6c3|c3r7pt|c3r7c1|c3r7c2|c3r7c3|c3r8pt|c3r8c1|c3r8c2|c3r8c3|r1csap|r2csap|r3csap|r4csap|c3r9pt|c3r9c1|c3r9c2|c3r9c3|c3r10pt|c3r10c1|c3r10c2|c3r10c3|c3r44c2|c3r44c3|c3r40c2|c3r40c3|c3r14c1|c3r14c3|c3r41c1|c3r41c2|c3r41c3|c3r13c1|c3r13c2|c3r13c3|c3r45c2|c3r45c3|c3r15c1|c3r15c2|c3r15c3|c3r16c1|c3r16c2|c3r16c3|c3r17c1|c3r17c2|c3r17c3|c3r18c1|c3r18c2|c3r18c3|c3r21c1|c3r21c2|c3r21c3|c3r36c1|c3r36c2|c3r36c3|c3r22c1|c3r22c2|c3r22c3|c3r25c2|c3r25c3|c3r23c1|c3r23c2|c3r23c3|c3r42c1|c3r42c2|c3r42c3|c3r24c1|c3r24c2|c3r24c3|c3r37c1|c3r37c2|c3r37c3|c3r38c2|c3r38c3|c3r26c2|c3r26c3|c3r31c2|c3r31c3|c3r27c1|c3r27c2|c3r27c3|c3r46c2|c3r46c3|c3r35c1|c3r35c2|c3r35c3|c5r1c1|c3r19c3|c5r1c2|c5r1c3|c5r1c5|c5r1c4|c6r1c1|c6r1c3|c6r2c1|c6r2c3|c6r3c1|c6r3c3|c6r4c1|c6r4c3|c6r5c1|c6r5c3|c7r1c1|c7r5c1|c7r6c1|c7c4r1|c7c5r1|c7r8c1|c7r10c1|c7c2r2|c7c3r2|c7c4r2|c7c5r2|c7c6r2|c7c7r2|c7c1r3|c7c2r3|c7c3r3|c7c4r3|c7c5r3|c7c6r3|c7c7r3|c7c2r4|c7c3r4|c7c4r4|c7c5r4|c7c6r4|c7c7r4|c7c2r5|c7c7r5|c7c3r6|c7c4r6|c7c5r6|c7c7r6|c7c2r7|c7c3r7|c7c4r7|c7c5r7|c7c6r7|c7c7r7|c7r1c2|c7r5c2|c7r6c2|c7c4r8|c7c5r8|c7r8c2|c7r10c2|c7r1c4|c7r5c4|c7r6c4|c7c4r10|c7c5r10|c7r8c4|c7r10c4|c7c2r11|c7c3r11|c7c4r11|c7c5r11|c7c6r11|c7c7r11|c7c1r12|c7c2r12|c7c3r12|c7c4r12|c7c5r12|c7c6r12|c7c7r12|c7c2r13|c7c3r13|c7c4r13|c7c5r13|c7c6r13|c7c7r13|c7r1c6|c7r5c6|c7r6c6|c7c4r14|c7c5r14|c7r8c6|c7r10c6|c7r5c7|c7r6c7|c7c4r15|c7c5r15|c7r8c7|c7r10c7|c7r16c1|c7r16c2|c7r16c3|c7r16c4|c7r16c5|c7r16c6|c7r16c7|c7r17c2|c7r17c3|c7r17c4|c7r17c5|c7r17c6|c7r17c7|c7r18c2|c7r18c3|c7r18c4|c7r18c5|c7r18c6|c7r18c7|c2r5CERT|PETROC|PETROV|DIESC|DIESV|FUELC|FUELV|GASOLC|GASOLV|KEROSC|KEROSV|GASNC|GASNV|GASPC|GASPV|CARBONMC|CARBONMV|CARBONCC|CARBONCV|CARBONVC|CARBONVV|LENAC|LENAV|BAGAC|BAGAV|CASCAC|CASCAV|CASCAFC|CASCAFV|RESPALC|RESPALV|TOTALV|PRODBR2|PRODBIND|CONSMATE|CONSIN|CONSIN2|PRESSPER|SALARPER|PRESPYTE|SALPEYTE|EELEC|INVEBRTA|ACTIVFI|DEPRECIA|PERTOTAL|PERTEM3|PERSOCU|PERSOESC|PPERYTEM|VALAGRI|VALQCONS|VALORCOM|VALORCX|PORCON|PORCVT|VALVFAB|VALORVEN
C:/Users/juago/Documents/GitHub/TESIS_MECA/2. PROCESAMIENTO/_tmp_unzip/EAM_2008/EAM_2008.sav,EAM,2008,sav,5000,349,nordemp|nordest|DPTO|CIIU3|periodo|c4r1c1n|c4r1c2n|c4r2c1e|c4r2c2e|c4r1c1|c4r1c2|c4r1c3|c4r1c4|c4r4c1t|c4r4c2t|c4r1c3n|c4r1c4n|c4r2c3e|c4r2c4e|c4r2c1|c4r2c2|c4r2c3|c4r2c4|c4r4c3t|c4r4c4t|c4r1c5n|c4r1c6n|c4r2c5e|c4r2c6e|c4r3c1|c4r3c2|c4r3c3|c4r3c4|c4r4c5t|c4r4c6t|c4r1c7n|c4r1c8n|c4r2c7e|c4r2c8e|c4r4c1|c4r4c2|c4r4c3|c4r4c4|c4r4c7t|c4r4c8t|c4r6mn|c4r6hn|c4r6me|c4r6he|c4r6om|c4r6oh|c4r6dm|c4r6dh|c4r6tm|c4r6th|c4r1c9n|c4r1c10n|c4r2c9e|c4r2c10e|c4r5c1|c4r5c2|c4r5c3|c4r5c4|c4r4c9t|c4r4c10t|c3r1pt|c3r1c1|c3r1c2|c3r1c3|c3r2pt|c3r2c1|c3r2c2|c3r2c3|c3r3pt|c3r3c1|c3r3c2|c3r3c3|c3r4pt|c3r4c1|c3r4c2|c3r4c3|c3r5pt|c3r5c1|c3r5c2|c3r5c3|c3r6pt|c3r6c1|c3r6c2|c3r6c3|c3r7pt|c3r7c1|c3r7c2|c3r7c3|c3r8pt|c3r8c1|c3r8c2|c3r8c3|r1csap|r2csap|r3csap|r4csap|c3r9pt|c3r9c1|c3r9c2|c3r9c3|c3r10pt|c3r10c1|c3r10c2|c3r10c3|c3r44c2|c3r44c3|c3r40c2|c3r40c3|c3r14c1|c3r14c3|c3r41c1|c3r41c2|c3r41c3|c3r13c1|c3r13c2|c3r13c3|c3r45c2|c3r45c3|c3r15c1|c3r15c2|c3r15c3|c3r16c1|c3r16c2|c3r16c3|c3r17c1|c3r17c2|c3r17c3|c3r18c1|c3r18c2|c3r18c3|c3r21c1|c3r21c2|c3r21c3|c3r36c1|c3r36c2|c3r36c3|c3r22c1|c3r22c2|c3r22c3|c3r25c2|c3r25c3|c3r23c1|c3r23c2|c3r23c3|c3r42c1|c3r42c2|c3r42c3|c3r24c1|c3r24c2|c3r24c3|c3r37c1|c3r37c2|c3r37c3|c3r38c2|c3r38c3|c3r26c2|c3r26c3|c3r31c2|c3r31c3|c3r27c1|c3r27c2|c3r27c3|c3r46c2|c3r46c3|c3r35c1|c3r35c2|c3r35c3|c5r1c1|c3r19c3|c5r1c2|c5r1c3|c5r1c5|c5r1c4|c6r1c1|c6r1c3|c6r2c1|c6r2c3|c6r3c1|c6r3c3|c6r4c1|c6r4c3|c6r5c1|c6r5c3|c7r1c1|c7r5c1|c7r6c1|c7c4r1|c7c5r1|c7r8c1|c7r10c1|c7c2r2|c7c3r2|c7c4r2|c7c5r2|c7c6r2|c7c7r2|c7c1r3|c7c2r3|c7c3r3|c7c4r3|c7c5r3|c7c6r3|c7c7r3|c7c2r4|c7c3r4|c7c4r4|c7c5r4|c7c6r4|c7c7r4|c7c2r5|c7c7r5|c7c3r6|c7c4r6|c7c5r6|c7c7r6|c7c2r7|c7c3r7|c7c4r7|c7c5r7|c7c6r7|c7c7r7|c7r1c2|c7r5c2|c7r6c2|c7c4r8|c7c5r8|c7r8c2|c7r10c2|c7r1c4|c7r5c4|c7r6c4|c7c4r10|c7c5r10|c7r8c4|c7r10c4|c7c2r11|c7c3r11|c7c4r11|c7c5r11|c7c6r11|c7c7r11|c7c1r12|c7c2r12|c7c3r12|c7c4r12|c7c5r12|c7c6r12|c7c7r12|c7c2r13|c7c3r13|c7c4r13|c7c5r13|c7c6r13|c7c7r13|c7r1c6|c7r5c6|c7r6c6|c7c4r14|c7c5r14|c7r8c6|c7r10c6|c7r5c7|c7r6c7|c7c4r15|c7c5r15|c7r8c7|c7r10c7|c7r16c1|c7r16c2|c7r16c3|c7r16c4|c7r16c5|c7r16c6|c7r16c7|c7r17c2|c7r17c3|c7r17c4|c7r17c5|c7r17c6|c7r17c7|c7r18c2|c7r18c3|c7r18c4|c7r18c5|c7r18c6|c7r18c7|c2r5CERT|PETROC|PETROV|DIESC|DIESV|FUELC|FUELV|GASOLC|GASOLV|KEROSC|KEROSV|GASNC|GASNV|GASPC|GASPV|CARBONMC|CARBONMV|CARBONCC|CARBONCV|CARBONVC|CARBONVV|LENAC|LENAV|BAGAC|BAGAV|CASCAC|CASCAV|CASCAFC|CASCAFV|RESPALC|RESPALV|TOTALV|PRODBR2|PRODBIND|CONSMATE|CONSIN|CONSIN2|PRESSPER|SALARPER|PRESPYTE|SALPEYTE|EELEC|INVEBRTA|ACTIVFI|DEPRECIA|PERTOTAL|PERTEM3|PERSOCU|PERSOESC|PPERYTEM|VALAGRI|VALQCONS|VALORCOM|VALORCX|PORCON|PORCVT|VALVFAB|VALORVEN
C:/Users/juago/Documents/GitHub/TESIS_MECA/2. PROCESAMIENTO/_tmp_unzip/EAM_2009/EAM_2009.csv,EAM,2009,csv,5000,1,nordemp;nordest;DPTO;ciiu3;periodo;c4r1c1n;c4r1c2n;c4r2c1e;c4r2c2e;c4r1c1;c4r1c2;c4r1c3;c4r1c4;c4r4c1t;c4r4c2t;c4r1c3n;c4r1c4n;c4r2c3e;c4r2c4e;c4r2c1;c4r2c2;c4r2c3;c4r2c4;c4r4c3t;c4r4c4t;c4r1c5n;c4r1c6n;c4r2c5e;c4r2c6e;c4r3c1;c4r3c2;c4r3c3;c4r3c4;c4r4c5t;c4r4c6t;c4r1c7n;c4r1c8n;c4r2c7e;c4r2c8e;c4r4c1;c4r4c2;c4r4c3;c4r4c4;c4r4c7t;c4r4c8t;c4r6mn;c4r6hn;c4r6me;c4r6he;c4r6om;c4r6oh;c4r6dm;c4r6dh;c4r6tm;c4r6th;c4r1c9n;c4r1c10n;c4r2c9e;c4r2c10e;c4r5c1;c4r5c2;c4r5c3;c4r5c4;c4r4c9t;c4r4c10t;c3r1pt;c3r1c1;c3r1c2;c3r1c3;c3r2pt;c3r2c1;c3r2c2;c3r2c3;c3r3pt;c3r3c1;c3r3c2;c3r3c3;c3r4pt;c3r4c1;c3r4c2;c3r4c3;c3r5pt;c3r5c1;c3r5c2;c3r5c3;c3r6pt;c3r6c1;c3r6c2;c3r6c3;c3r7pt;c3r7c1;c3r7c2;c3r7c3;c3r8pt;c3r8c1;c3r8c2;c3r8c3;r1csap;r2csap;r3csap;r4csap;c3r9pt;c3r9c1;c3r9c2;c3r9c3;c3r10pt;c3r10c1;c3r10c2;c3r10c3;c3r44c2;c3r44c3;c3r40c2;c3r40c3;c3r14c1;c3r14c3;c3r41c1;c3r41c2;c3r41c3;c3r13c1;c3r13c2;c3r13c3;c3r45c2;c3r45c3;c3r15c1;c3r15c2;c3r15c3;c3r16c1;c3r16c2;c3r16c3;c3r17c1;c3r17c2;c3r17c3;c3r18c1;c3r18c2;c3r18c3;c3r21c1;c3r21c2;c3r21c3;c3r36c1;c3r36c2;c3r36c3;c3r22c1;c3r22c2;c3r22c3;c3r25c2;c3r25c3;c3r23c1;c3r23c2;c3r23c3;c3r42c1;c3r42c2;c3r42c3;c3r24c1;c3r24c2;c3r24c3;c3r37c1;c3r37c2;c3r37c3;c3r38c2;c3r38c3;c3r26c2;c3r26c3;c3r31c2;c3r31c3;c3r27c1;c3r27c2;c3r27c3;c3r46c2;c3r46c3;c3r35c1;c3r35c2;c3r35c3;c5r1c1;c3r19c3;c5r1c2;c5r1c3;c5r1c5;c5r1c4;c5r1c7;c6r1c1;c6r1c3;c6r2c1;c6r2c3;c6r3c1;c6r3c3;c6r4c1;c6r4c3;c6r5c1;c6r5c3;c7r1c1;c7r5c1;c7r6c1;c7c4r1;c7c5r1;c7r8c1;c7r10c1;c7c2r2;c7c3r2;c7c4r2;c7c5r2;c7c6r2;c7c7r2;c7c1r3;c7c2r3;c7c3r3;c7c4r3;c7c5r3;c7c6r3;c7c7r3;c7c2r4;c7c3r4;c7c4r4;c7c5r4;c7c6r4;c7c7r4;c7c2r5;c7c7r5;c7c3r6;c7c4r6;c7c5r6;c7c7r6;c7c2r7;c7c3r7;c7c4r7;c7c5r7;c7c6r7;c7c7r7;c7r1c2;c7r5c2;c7r6c2;c7c4r8;c7c5r8;c7r8c2;c7r10c2;c7r1c4;c7r5c4;c7r6c4;c7c4r10;c7c5r10;c7r8c4;c7r10c4;c7c2r11;c7c3r11;c7c4r11;c7c5r11;c7c6r11;c7c7r11;c7c1r12;c7c2r12;c7c3r12;c7c4r12;c7c5r12;c7c6r12;c7c7r12;c7c2r13;c7c3r13;c7c4r13;c7c5r13;c7c6r13;c7c7r13;c7r1c6;c7r5c6;c7r6c6;c7c4r14;c7c5r14;c7r8c6;c7r10c6;c7r5c7;c7r6c7;c7c4r15;c7c5r15;c7r8c7;c7r10c7;c7r16c1;c7r16c2;c7r16c3;c7r16c4;c7r16c5;c7r16c6;c7r16c7;c7r17c2;c7r17c3;c7r17c4;c7r17c5;c7r17c6;c7r17c7;c7r18c2;c7r18c3;c7r18c4;c7r18c5;c7r18c6;c7r18c7;c2r5CERT;PETROC;PETROV;PETROAUTO;PETROCO;DIESC;DIESV;DIESAUTO;DIESCO;FUELC;FUELV;FUELAUTO;FUELCO;GASOLC;GASOLV;GASOLAUTO;GASOLCO;KEROSC;KEROSV;KEROSAUTO;KEROSCO;GASNC;GASNV;GASNAUTO;GASNCO;GASPC;GASPV;GASPAUTO;GASPCO;CARBONMC;CARBONMV;CARBONMAUTO;CARBONMCO;CARBONCC;CARBONCV;CARBONCAUTO;CARBONCCO;CARBONVC;CARBONVV;CARBONVAUTO;CARBONVCO;LENAC;LENAV;LENAAUTO;LENACO;BAGAC;BAGAV;BAGAAUTO;BAGACO;CASCAC;CASCAV;CASCAAUTO;CASCACO;CASCAFC;CASCAFV;CASCAFAUTO;CASCAFCO;RESPALC;RESPALV;RESPALAUTO;RESPALCO;TOTALV;PRODBR2;PRODBIND;CONSMATE;CONSIN;CONSIN2;PRESSPER;SALARPER;PRESPYTE;SALPEYTE;EELEC;REMUTEMP;INVEBRTA;ACTIVFI;DEPRECIA;PERTOTAL;PERTEM3;PERSOCU;PERSOESC;PPERYTEM;VALAGRI;VALQCONS;VALORCOM;VALORCX;PORCON;PORCVT;VALVFAB;VALORVEN
C:/Users/juago/Documents/GitHub/TESIS_MECA/2. PROCESAMIENTO/_tmp_unzip/EAM_2009/EAM_2009.dta,EAM,2009,dta,5000,381,nordemp|nordest|DPTO|ciiu3|periodo|c4r1c1n|c4r1c2n|c4r2c1e|c4r2c2e|c4r1c1|c4r1c2|c4r1c3|c4r1c4|c4r4c1t|c4r4c2t|c4r1c3n|c4r1c4n|c4r2c3e|c4r2c4e|c4r2c1|c4r2c2|c4r2c3|c4r2c4|c4r4c3t|c4r4c4t|c4r1c5n|c4r1c6n|c4r2c5e|c4r2c6e|c4r3c1|c4r3c2|c4r3c3|c4r3c4|c4r4c5t|c4r4c6t|c4r1c7n|c4r1c8n|c4r2c7e|c4r2c8e|c4r4c1|c4r4c2|c4r4c3|c4r4c4|c4r4c7t|c4r4c8t|c4r6mn|c4r6hn|c4r6me|c4r6he|c4r6om|c4r6oh|c4r6dm|c4r6dh|c4r6tm|c4r6th|c4r1c9n|c4r1c10n|c4r2c9e|c4r2c10e|c4r5c1|c4r5c2|c4r5c3|c4r5c4|c4r4c9t|c4r4c10t|c3r1pt|c3r1c1|c3r1c2|c3r1c3|c3r2pt|c3r2c1|c3r2c2|c3r2c3|c3r3pt|c3r3c1|c3r3c2|c3r3c3|c3r4pt|c3r4c1|c3r4c2|c3r4c3|c3r5pt|c3r5c1|c3r5c2|c3r5c3|c3r6pt|c3r6c1|c3r6c2|c3r6c3|c3r7pt|c3r7c1|c3r7c2|c3r7c3|c3r8pt|c3r8c1|c3r8c2|c3r8c3|r1csap|r2csap|r3csap|r4csap|c3r9pt|c3r9c1|c3r9c2|c3r9c3|c3r10pt|c3r10c1|c3r10c2|c3r10c3|c3r44c2|c3r44c3|c3r40c2|c3r40c3|c3r14c1|c3r14c3|c3r41c1|c3r41c2|c3r41c3|c3r13c1|c3r13c2|c3r13c3|c3r45c2|c3r45c3|c3r15c1|c3r15c2|c3r15c3|c3r16c1|c3r16c2|c3r16c3|c3r17c1|c3r17c2|c3r17c3|c3r18c1|c3r18c2|c3r18c3|c3r21c1|c3r21c2|c3r21c3|c3r36c1|c3r36c2|c3r36c3|c3r22c1|c3r22c2|c3r22c3|c3r25c2|c3r25c3|c3r23c1|c3r23c2|c3r23c3|c3r42c1|c3r42c2|c3r42c3|c3r24c1|c3r24c2|c3r24c3|c3r37c1|c3r37c2|c3r37c3|c3r38c2|c3r38c3|c3r26c2|c3r26c3|c3r31c2|c3r31c3|c3r27c1|c3r27c2|c3r27c3|c3r46c2|c3r46c3|c3r35c1|c3r35c2|c3r35c3|c5r1c1|c3r19c3|c5r1c2|c5r1c3|c5r1c5|c5r1c4|c5r1c7|c6r1c1|c6r1c3|c6r2c1|c6r2c3|c6r3c1|c6r3c3|c6r4c1|c6r4c3|c6r5c1|c6r5c3|c7r1c1|c7r5c1|c7r6c1|c7c4r1|c7c5r1|c7r8c1|c7r10c1|c7c2r2|c7c3r2|c7c4r2|c7c5r2|c7c6r2|c7c7r2|c7c1r3|c7c2r3|c7c3r3|c7c4r3|c7c5r3|c7c6r3|c7c7r3|c7c2r4|c7c3r4|c7c4r4|c7c5r4|c7c6r4|c7c7r4|c7c2r5|c7c7r5|c7c3r6|c7c4r6|c7c5r6|c7c7r6|c7c2r7|c7c3r7|c7c4r7|c7c5r7|c7c6r7|c7c7r7|c7r1c2|c7r5c2|c7r6c2|c7c4r8|c7c5r8|c7r8c2|c7r10c2|c7r1c4|c7r5c4|c7r6c4|c7c4r10|c7c5r10|c7r8c4|c7r10c4|c7c2r11|c7c3r11|c7c4r11|c7c5r11|c7c6r11|c7c7r11|c7c1r12|c7c2r12|c7c3r12|c7c4r12|c7c5r12|c7c6r12|c7c7r12|c7c2r13|c7c3r13|c7c4r13|c7c5r13|c7c6r13|c7c7r13|c7r1c6|c7r5c6|c7r6c6|c7c4r14|c7c5r14|c7r8c6|c7r10c6|c7r5c7|c7r6c7|c7c4r15|c7c5r15|c7r8c7|c7r10c7|c7r16c1|c7r16c2|c7r16c3|c7r16c4|c7r16c5|c7r16c6|c7r16c7|c7r17c2|c7r17c3|c7r17c4|c7r17c5|c7r17c6|c7r17c7|c7r18c2|c7r18c3|c7r18c4|c7r18c5|c7r18c6|c7r18c7|c2r5CERT|PETROC|PETROV|PETROAUTO|PETROCO|DIESC|DIESV|DIESAUTO|DIESCO|FUELC|FUELV|FUELAUTO|FUELCO|GASOLC|GASOLV|GASOLAUTO|GASOLCO|KEROSC|KEROSV|KEROSAUTO|KEROSCO|GASNC|GASNV|GASNAUTO|GASNCO|GASPC|GASPV|GASPAUTO|GASPCO|CARBONMC|CARBONMV|CARBONMAUTO|CARBONMCO|CARBONCC|CARBONCV|CARBONCAUTO|CARBONCCO|CARBONVC|CARBONVV|CARBONVAUTO|CARBONVCO|LENAC|LENAV|LENAAUTO|LENACO|BAGAC|BAGAV|BAGAAUTO|BAGACO|CASCAC|CASCAV|CASCAAUTO|CASCACO|CASCAFC|CASCAFV|CASCAFAUTO|CASCAFCO|RESPALC|RESPALV|RESPALAUTO|RESPALCO|TOTALV|PRODBR2|PRODBIND|CONSMATE|CONSIN|CONSIN2|PRESSPER|SALARPER|PRESPYTE|SALPEYTE|EELEC|REMUTEMP|INVEBRTA|ACTIVFI|DEPRECIA|PERTOTAL|PERTEM3|PERSOCU|PERSOESC|PPERYTEM|VALAGRI|VALQCONS|VALORCOM|VALORCX|PORCON|PORCVT|VALVFAB|VALORVEN
