medida,firmas,media,de,p1,p10,mediana,p90,p99,pct_en_cero
brecha,5742,1.0648082370573109,1.5041939970788842,0.2743662569193067,0.6509437740196033,1.0529408497097221,1.3439666642230557,1.9829880619361666,0
golpe_a,5742,0.5659224643324127,0.25350097560442875,0.11883212805820514,0.2781755105382125,0.5518634808308871,0.8508364246201979,1.1150037805210151,0
golpe_c,5742,0.4696606702795715,0.24994423012246847,0.10750117848602633,0.21517559897828117,0.42778496410249034,0.7861513587205136,1.04292897689189,0
golpe_costo,6178,0.7168940217807036,0.3113701134603019,0.18987950993183692,0.38940929500498334,0.6883431632223999,1.0517076470311522,1.397863579736299,0
