NORDEMP,ANIO_t,ANIO_t1,NORDEST_desaparece,NORDEST_aparece,CIIU4_desaparece,CIIU4_aparece,PERTOTAL_desaparece,PERTOTAL_aparece,mismo_ciiu4,razon_tamano,tamano_similar,candidato_recodificacion
147526,2018,2019,141604,146434,2229,2229,37,19,TRUE,0.5135135135135135,TRUE,TRUE
978435,2018,2019,140534,142052,1051,1051,77,52,TRUE,0.6753246753246753,TRUE,TRUE
982079,2016,2017,140720,147127,3290,3290,260,289,TRUE,0.8996539792387543,TRUE,TRUE
983962,2022,2023,983923,140429,2310,2310,104,99,TRUE,0.9519230769230769,TRUE,TRUE
