variable,efectos_fijos,controles,variable_cluster,n_clusters,n_obs,n_obs_reconstruido_coincide,ventana,filtro_muestra,variable_exposicion
empleo_total,NORDEMP + CIIU4^ANIO_F + DPTO^ANIO_F,"sector (CIIU4) x anio, departamento (DPTO) x anio",NORDEMP,6104,29908,FALSE,"2015-2019 (pre-choque, NO ampliada)","CIIU4 no NA, DPTO no NA; sin exclusion de firmas atipicas","Exposure2022_obreros (firma), continua, escalada a 10pp"
empleo_permanente,NORDEMP + CIIU4^ANIO_F + DPTO^ANIO_F,"sector (CIIU4) x anio, departamento (DPTO) x anio",NORDEMP,6104,29908,FALSE,"2015-2019 (pre-choque, NO ampliada)","CIIU4 no NA, DPTO no NA; sin exclusion de firmas atipicas","Exposure2022_obreros (firma), continua, escalada a 10pp"
empleo_temporal,NORDEMP + CIIU4^ANIO_F + DPTO^ANIO_F,"sector (CIIU4) x anio, departamento (DPTO) x anio",NORDEMP,6104,29908,FALSE,"2015-2019 (pre-choque, NO ampliada)","CIIU4 no NA, DPTO no NA; sin exclusion de firmas atipicas","Exposure2022_obreros (firma), continua, escalada a 10pp"
participacion_permanente,NORDEMP + CIIU4^ANIO_F + DPTO^ANIO_F,"sector (CIIU4) x anio, departamento (DPTO) x anio",NORDEMP,6104,29899,FALSE,"2015-2019 (pre-choque, NO ampliada)","CIIU4 no NA, DPTO no NA; sin exclusion de firmas atipicas","Exposure2022_obreros (firma), continua, escalada a 10pp"
